Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,30.6,35.45,33.1,31.7,31,29.1,27.5,26.4,24.9,23.7,23.7,21.5,19.38,19.35,19.1
3Mo,33.42,36.65,34.15,32.65,31.75,29.65,28.15,26.75,25.35,24.15,23,21.3,20.1,19.75,19.27
6Mo,37.95,36.05,33.3,31.85,30.85,29.15,27.7,26.25,25.05,23.95,22.9,21.3,20.4,20.25,19.7
9Mo,37.35,34.5,32.23,30.8,29.63,28.15,26.85,25.5,24.7,23.6,22.6,21.1,20.25,20.1,19.6
1Yr,36.35,33.03,31.1,29.45,28.35,26.5,26,25,24,22.95,22,21.05,20.1,19.9,19.27
2Yr,28.6,27.4,26.6,25.7,24.9,23.6,23.4,22.55,22.05,21.23,20.6,19.5,19.1,18.8,18.6
3Yr,25.15,24.48,24,23.05,22.55,22.3,21.7,21.2,20.8,20.1,19.45,18.8,18.17,18.2,18
4Yr,23.08,22.7,21.75,21.25,21.2,20.8,19.92,19.7,19.6,19.3,18.45,17.8,17.3,17.4,16.95
5Yr,21.05,20.8,20.2,19.73,19.5,19.5,18.95,18.6,18.6,18.3,17.65,17.1,16.8,16.65,16.23
6Yr,20.05,19.2,19.1,18.9,18.6,18.3,17.85,18.05,17.65,17.3,16.8,16.1,15.9,15.85,15.7
7Yr,18.57,18.3,18.1,18.25,17.83,17.5,17.25,17.2,17.05,16.57,16.3,15.65,15.5,15.4,15.3
8Yr,17.85,17.45,17.35,17.1,16.95,16.75,16.5,16.4,16.3,16.05,15.75,15.3,15.15,14.85,14.75
9Yr,17,16.75,16.55,16.35,16.25,16,16,15.8,15.65,15.5,15.3,15.05,14.85,14.5,14.4
10Yr,16.7,16.13,15.98,15.88,15.8,15.65,15.48,15.5,15.3,14.95,14.75,14.3,13.82,13.95,13.9
15Yr,14.8,14.7,14.55,14.7,14.6,14.4,14.4,14.3,14,13.85,13.5,13,13,12.7,12.6
20Yr,13.9,13.8,13.7,13.5,13.9,13.8,13.7,13.6,13.4,12.85,12.55,12.15,12,12.1,12
25Yr,13.05,13.5,12.95,12.8,12.85,12.7,13.1,12.5,12.35,12.2,11.9,11.5,11.35,11.15,11
30Yr,12.55,12.5,12.5,12.4,12.4,12.25,12.05,12.9,11.95,11.85,11.55,11.2,11.05,10.85,10.55
