Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,86.68,91.25,91.93,87.4,92.4,90.72,86.3,84.55,84.6,89.03,88.8,88.5,91.75,95.65,103.85
3Mo,78.2,73.95,79.03,77.85,78.8,77.63,76.9,76.9,76.9,76.63,76,74.5,78.45,82.5,86.25
6Mo,68.4,67.47,69.43,66.85,66.47,65.13,64.5,64.2,64,63.38,63,60.8,62.15,65.5,67.8
9Mo,63.02,60.75,62.13,60.45,60.27,59.33,58.65,59.3,59,57.4,56.9,56.15,56.55,56.85,60.3
1Yr,57.1,54.45,55.23,54.15,54.2,53.45,52.77,52.6,52.3,51.38,50.4,49.5,50.78,52.45,52.4
2Yr,45.7,44.63,44.42,44.83,45.35,44.65,44.6,44.3,43.8,43.25,43.45,42.6,43.75,44.25,45
3Yr,40.17,39.85,40.13,40.47,41.1,40.63,40.42,40.65,39.75,38.9,38.92,39.05,40.27,40.65,41.3
4Yr,37.95,37.42,37.55,37.85,38.13,37.52,37.05,36.6,36.2,35.55,36.4,36.85,37.35,38.65,38.2
5Yr,36.08,35.75,35.63,35.67,35.48,34.77,34.1,34,33.25,32.98,33.85,33.7,34.98,35.05,35.5
6Yr,32.05,32.5,33,33,32.95,32.05,31.15,31.1,31.1,30.9,31.3,31.95,32.95,33.3,32.9
7Yr,31.58,31.58,31.17,30.77,30.52,29.98,29.65,29.7,29.6,29.45,30.85,30.7,31.5,31.7,31.7
8Yr,30,28.4,28.15,27.7,27.4,27.45,27.2,27.35,27.5,27.4,28.1,29.25,29.95,29.7,29.5
9Yr,27.15,26.55,26.1,25.95,25.8,26,26.15,26.45,26.6,26.65,27.45,28.65,29.05,30.7,28.75
10Yr,25.35,25.08,25.05,25.15,25.38,25.55,25.75,26.2,26.35,26.5,27.55,28.2,27.2,27.5,27.45
15Yr,22.4,24.6,25.4,26.2,26.9,27.2,27.4,27.5,27.6,24.95,25.6,26.6,26,26,23.45
20Yr,27.1,27.2,27.3,27.4,27.4,27.1,26.7,26.4,26.1,27.4,26.25,24.6,24.1,23,24.3
25Yr,24.9,24.6,24.4,24.3,24.2,24,23.8,23.7,23.6,23.5,23.3,23,25.6,23.2,24.4
30Yr,22.4,22.5,22.6,22.7,22.8,22.8,22.8,22.8,22.9,26.2,26.3,26.5,22.8,26.5,22.6
