Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,120.17,108.38,93.35,76.8,64.47,60.08,59.25,57.15,56.1,55.75,49.88,49.6,48.5,48.25,48.67
3Mo,117,91.95,78.03,69.38,60.35,56.15,54.7,52.08,52.02,51.23,48.98,46.63,44,44.1,44.92
6Mo,107.65,85.85,72.5,64.08,58.47,54.17,52.08,49.8,48.7,47.75,46.97,42.9,40.73,41,41.17
9Mo,104.95,81.7,68.82,61.05,56,51.88,49.7,48.27,46.95,45.52,44.22,40.45,38.8,38.52,39.4
1Yr,98.3,75.53,65.3,57.65,52.97,49.27,47.27,45.83,45.08,43.42,41.67,38.5,37.05,37.1,36.73
2Yr,83.13,62.63,52.3,47.4,45.33,42.63,41.1,40.42,39.2,38.23,37.95,35.08,33.85,33.38,33.02
3Yr,59.17,49.05,43.6,41,39.4,37.92,36.83,36.47,35.65,34.6,34.55,32.58,31.5,31.23,30.93
4Yr,45.15,40.53,37.83,36.65,35.1,34.72,33.7,33.58,32.95,32.38,32.33,30.9,29.88,29.5,29.4
5Yr,38.27,36.13,34.83,34.02,33.23,32.77,32,31.88,31.65,31.08,30.77,29.65,28.85,28.7,28.52
6Yr,34.5,33.63,32.77,32.1,31.45,31.08,30.65,30.48,30.27,30.08,29.98,28.98,28.2,27.95,28.15
7Yr,32.25,31.5,30.85,30.15,29.52,29.48,29.15,29.3,29.1,29.33,28.7,28.08,27.23,27,27.35
8Yr,30.83,30.2,29.6,28.92,28.85,28.5,28.42,28.3,28.3,28.25,28.17,27.2,26.63,26.5,26.1
9Yr,30.15,29.17,28.5,28.05,27.8,27.88,27.85,27.85,27.85,27.85,27.6,26.88,26.27,25.95,25.8
10Yr,28.48,27.95,27.6,27.35,27.17,27.23,27.15,27.4,27.55,27.5,26.98,26.35,25.48,25.4,25.35
15Yr,25.65,25.85,26.15,26.2,26.27,26.3,26.17,26.25,26.35,26.08,25.52,24.75,23.77,23.67,23.58
20Yr,24.8,24.75,24.8,24.67,24.7,24.7,24.8,24.8,24.9,24.9,25.52,24.15,23.98,23.88,24.85
25Yr,24.13,24.38,23.92,24.25,24.05,24.23,24.3,24.2,23.6,24.67,24.75,24.65,24.65,25.95,24.67
30Yr,25.48,25.1,25.4,25.3,24.9,24.75,24.45,24.25,24.4,24.55,25.02,27.73,28.75,29.23,28.27
