Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,42,44.45,41.05,37.7,36.6,33.5,32.1,30.15,28.25,27,24.9,23.15,22.3,22.15,22.2
3Mo,38.8,39.95,36.3,34.4,33.05,30.88,29.3,27.2,26,24.6,23.15,21.8,21,20.7,20.4
6Mo,37.42,35.8,32.85,31.35,30.2,28.4,27,25.6,24.2,23,22,20.7,19.8,19.6,19.4
9Mo,35.73,33.22,31.63,29.8,28.6,27.08,25.15,23.8,23,22.25,21.2,19.7,19.27,18.85,18.85
1Yr,33.7,30.75,29.1,28,26.7,25.5,23.88,22.75,22.05,21.5,20.45,19.55,18.55,18.55,18.3
2Yr,26.02,25.25,24.63,23.65,22.85,22.05,21.38,21,20.5,19.63,19.1,18.2,17.6,17.5,17.3
3Yr,23.4,22.75,22.3,21.6,21,20.5,19.8,19.75,19.3,18.8,18.15,17.4,16.9,16.7,16.6
4Yr,21.52,21.2,20.6,20.1,19.48,19.02,19,18.55,18.25,18,17.35,16.65,16.4,16.15,16.1
5Yr,19.6,19.25,18.85,18.65,18.35,18.05,17.75,17.7,17.5,16.9,16.6,15.9,15.8,15.55,15.5
6Yr,18.75,18.05,18.05,17.85,17.55,17.3,17,17,16.65,16.3,15.8,15.1,14.9,14.8,14.6
7Yr,17.33,17.25,17.05,16.9,17,16.8,16.5,16.3,16.1,15.9,15.4,14.7,14.6,14.35,14.4
8Yr,16.7,16.4,16.35,16.15,15.95,15.8,15.65,15.5,15.35,15.1,14.8,14.35,14.15,13.8,13.7
9Yr,15.9,15.65,15.55,15.45,15.3,15.1,15.1,14.85,14.75,14.55,14.35,14.05,13.8,13.5,13.25
10Yr,15.8,15.5,15.5,15,15.2,15.1,14.63,14.6,14.4,14.07,13.95,13.6,13.3,13.2,13.2
15Yr,13.8,13.75,13.7,13.7,13.7,13.6,13.4,13.4,13.15,13,12.65,12.15,11.95,11.75,11.7
20Yr,12.65,13,12.9,12.85,12.8,13,12.55,12.45,12.3,12.15,11.9,11.6,11.3,10.75,10.7
25Yr,12.95,12.45,12.5,12.5,12.4,11.95,11.8,12.2,11.5,11.35,10.85,10.15,10,10.7,10.7
30Yr,12.45,11.85,11.7,11.55,11.4,11.25,11.05,11,10.8,10.65,10.25,9.65,9.55,9.5,9.3
