Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,98.4,83.1,78.25,70.53,62.83,59.5,61.75,60.55,60.2,61.13,55.5,58.88,56.5,57,58
3Mo,103.53,82.03,73.25,65.6,60.4,58.25,57.17,55.48,55.45,55.23,53.15,52.6,50,51.3,51.7
6Mo,97.78,75.38,66.42,62.08,58.88,54.48,53.6,51.35,50.65,49.83,49.13,46.3,44.52,44.85,45.58
9Mo,93.9,72.03,63.4,58.7,55.08,52.2,49.75,48.92,48.15,47.1,46.3,43.17,41.95,42.23,42.25
1Yr,88.15,67.28,60.73,55.48,52.1,49.02,48.15,46.55,45.85,45.05,43.3,40.42,39.73,39.55,40.67
2Yr,71.57,57.23,49.8,46.15,44.85,42.9,41.65,41.05,40.27,39.45,40.05,36.53,35.67,35.5,35.38
3Yr,56.23,48.67,44.17,40.95,40.25,38.72,37.73,37.5,36.65,35.73,36.05,34.08,33.4,33.2,32.95
4Yr,45.53,41.9,38.7,37.3,36.35,36.15,35.13,34.95,34.45,33.9,35.35,32.85,32.05,32.15,31.77
5Yr,39.8,37.63,36.5,35.6,34.85,34.25,33.7,33.75,33.25,32.8,34.05,31.65,31.13,31.4,31.15
6Yr,36.1,35.3,34.55,33.95,33.3,32.95,32.45,32.5,32.3,32.08,31.83,31.17,30.75,30.5,30.95
7Yr,35.2,34.13,33.33,32.38,31.7,31.5,31.15,31.35,31.45,31.33,33,30.3,29.67,29.65,29.75
8Yr,33.35,33,31.93,31.33,30.73,30.83,30.7,30.8,30.9,30.9,30.67,29.88,29.4,29.1,29.75
9Yr,32.35,31.7,30.77,30.25,29.9,30.08,29.73,30.17,30.1,30.45,29.88,29.45,28.95,30.15,29.05
10Yr,30.9,30.35,29.88,30,29.45,29.48,29.45,29.95,29.8,29.35,31.4,28.93,27.98,28.05,27.83
15Yr,28.7,28.55,28.7,28.95,28.85,29.3,28.75,28.85,29.8,28.65,28.1,27.8,26.92,26.7,26.5
20Yr,27.05,27.4,27.5,27.45,27.35,27.25,27.4,27.55,27.2,27.33,27.7,26.48,26.2,26.05,27.52
25Yr,26.33,26.3,26.2,26.17,26.02,26.1,26.17,26.38,26.5,26.67,26.98,27.45,27.17,28.8,28.15
30Yr,26.95,27.13,27.15,27,27.07,27.25,27.15,26.9,27.05,27.15,26.98,27,32.1,32.23,30.9
