Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.18938,0,2.18938,2.18938,0.994556
EDZ08   ,2.11744,0,2.11744,2.12855,0.994253
EDH09   ,1.88868,0,1.88868,2.03681,0.989529
EDM09   ,1.87166,0,1.87166,1.9986,0.984869
EDU09   ,1.94888,0,1.94888,1.99289,0.980041
EDZ09   ,2.11036,0,2.11036,2.01737,0.974841
EDH10   ,2.17111,0,2.17111,2.05139,0.96952
2 YR,2.1135,0,2.1135,2.11483,0.958798
3 YR,2.33165,0,2.33165,2.33799,0.932523
4 YR,2.52685,0,2.52685,2.53982,0.903975
5 YR,2.66255,0,2.66255,2.68114,0.875319
6 YR,2.775,0,2.775,2.7995,0.846364
7 YR,2.8635,0,2.8635,2.89341,0.817841
8 YR,2.928,0,2.928,2.96198,0.790267
9 YR,2.971,0,2.971,3.00735,0.76435
10 YR,3.0005,0,3.0005,3.03804,0.739693
11 YR,3.012,0,3.012,3.04823,0.716931
12 YR,3.0105,0,3.0105,3.04341,0.695963
15 YR,2.978,0,2.978,2.99717,0.639977
20 YR,2.8815,0,2.8815,2.87007,0.565518
25 YR,2.801,0,2.801,2.76432,0.503334
30 YR,2.7575,0,2.7575,2.7084,0.446165
40 YR,2.764,0,2.764,2.7297,0.338073
50 YR,2.727,0,2.727,2.66886,0.265642
