Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,44.7,47.5,42.3,39.7,37.9,34.9,32.2,29.8,27.5,25.4,25.25,22.5,21.6,20.5,19.6
3Mo,42.6,44.4,40.1,37.5,35.5,33,30.8,28.8,26.9,25.2,24.1,22,20.4,20.2,20
6Mo,41.3,39,35.4,33.1,31.3,29.4,27.7,26.2,24.8,23.5,23.1,20.9,19.6,19.3,19.1
9Mo,39.05,36.15,33.15,31.1,29.45,27.85,26.45,24.75,23.95,22.9,21.85,20.3,19.3,19.3,18.9
1Yr,36.8,33.3,30.9,29.1,27.6,26.3,25.2,24.2,23.2,22.3,21.85,20.25,19,19.05,18.7
2Yr,27.6,26.7,25.7,24.9,24,23.3,22.6,21.9,21.4,20.7,19.9,19.25,18.2,18,17.9
3Yr,25.2,24.1,23.5,22.8,22.2,21.6,21.1,20.7,20.85,19.8,18.9,18.4,17.7,17.55,17.4
4Yr,23.1,22.3,21.7,21.2,20.8,20.4,20,19.6,19.3,18.9,18.15,17.5,16.9,16.9,16.7
5Yr,21.2,20.6,20.2,19.9,19.6,19.3,18.9,18.7,18.4,18.1,17.45,16.6,16.3,16.2,16.1
6Yr,19.7,19.15,18.9,18.7,18.35,18.15,17.9,17.8,17.5,17.15,16.6,15.8,15.55,15.4,15.25
7Yr,18.7,18.4,18.2,18,17.8,17.6,17.4,17.1,16.9,16.7,16,15.3,15,15,14.9
8Yr,17.45,17.25,17,16.85,16.7,16.65,16.4,16.25,16.1,16,15.6,15,14.6,14.25,14.15
9Yr,16.8,16.45,16.3,16.25,16,15.8,15.85,15.65,15.5,15.3,15,14.65,14.3,14,13.75
10Yr,16.5,16.1,16.1,16,15.9,15.8,15.6,15.4,15.2,15,14.7,13.8,13.6,13.6,13.5
15Yr,14.8,14.7,14.5,14.4,14.2,14.1,14,13.9,13.8,13.55,13.05,12.4,12.2,12.1,12
20Yr,13.7,13.7,13.6,13.5,13.5,13.4,13.3,13.1,13,12.3,12.05,11.7,11.3,11.3,11.3
25Yr,13.2,13.2,13.2,13.1,13.1,13,12.9,12.7,12.6,12.5,12,11.3,10.9,10.9,10.9
30Yr,12.8,12.8,12.8,11.85,12.7,11.7,12.5,12.4,12.2,11.25,10.75,10.05,10.6,9.65,9.5
