Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.55,0,4.55,4.55,0.988136
EDZ08   ,2.72911,0,2.72911,3.50035,0.98555
EDH09   ,2.32696,0,2.32696,3.08655,0.979787
EDM09   ,2.33386,0,2.33386,2.89884,0.974041
EDU09   ,2.47482,0,2.47482,2.81528,0.967985
EDZ09   ,2.79486,0,2.79486,2.81336,0.961195
EDH10   ,3.02401,0,3.02401,2.85653,0.953903
2 YR,2.975,0,2.975,2.97591,0.942554
3 YR,3.424,0,3.424,3.44115,0.902708
4 YR,3.7217,0,3.7217,3.75342,0.861789
5 YR,3.98645,0,3.98645,4.03655,0.81888
6 YR,4.1835,0,4.1835,4.25016,0.776982
7 YR,4.3108,0,4.3108,4.38822,0.737791
8 YR,4.4245,0,4.4245,4.51447,0.699673
9 YR,4.492,0,4.492,4.5875,0.664839
10 YR,4.5355,0,4.5355,4.63295,0.632541
11 YR,4.558,0,4.558,4.65329,0.602903
12 YR,4.5655,0,4.5655,4.65525,0.575519
15 YR,4.5385,0,4.5385,4.60028,0.505491
20 YR,4.45975,0,4.45975,4.46904,0.41314
25 YR,4.4015,0,4.4015,4.37194,0.339185
30 YR,4.344,0,4.344,4.27251,0.281289
40 YR,4.3115,0,4.3115,4.21849,0.188232
50 YR,4.3425,0,4.3425,4.31491,0.118302
