Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,86.25,82.4,63.63,60.67,51.75,49.75,50.67,49.45,50.3,51.05,49.38,46.5,47.35,47.23,47.42
3Mo,85,75.55,65.05,58.02,53.05,51.63,51.35,50.2,50,50.15,47.35,47.13,46.6,46.02,47.22
6Mo,80.82,74.18,59.63,55.77,53.23,50.92,49.85,48.6,48.05,48.05,47.4,45.2,45.17,44,45.17
9Mo,80.6,72.6,58.8,54.65,51.05,49.05,47.45,47.15,46.52,46.48,45.45,43.25,43.03,42.8,42.77
1Yr,76.55,65.75,56.45,52.48,49.83,47.67,46.8,45.35,44.55,44.38,41.98,41.42,41.8,41.17,41.85
2Yr,71.55,56.65,49.17,46.05,44.42,43.1,41.83,40.3,39.92,39.75,39.75,37.38,37.9,37.4,38.2
3Yr,54.95,47.77,43.3,40.92,39.78,38.85,37.85,37.4,36.85,36.4,36.58,35.2,35.65,35.08,35.45
4Yr,44.38,40.53,38.35,37.33,36.42,35.55,35.02,34.8,34.23,34.38,34.42,33.35,33.83,33.42,33.35
5Yr,38.4,36.6,35.9,35.1,34.23,34.08,33.52,33.13,33.08,33.02,32.75,32.33,32.9,32.45,32.38
6Yr,34.3,34.1,33.28,32.88,32.35,32.1,31.9,31.35,31.45,31.55,32.2,31.55,31.5,31.58,31.4
7Yr,34.55,33.38,32.48,31.93,31.45,31.33,31.3,30.5,30.7,31.77,30.92,30.9,31.25,30.73,31
8Yr,32.08,31.4,31.38,30.57,30.13,30.23,30.25,29.8,29.9,30.1,30.6,30.4,30,29.88,29.75
9Yr,31.08,30.6,30.7,29.93,29.77,29.98,29.85,29.4,30.35,29.85,30.27,30.13,29.85,30.57,29.43
10Yr,30.23,30.27,30,29.8,29.1,29.8,29.9,30.07,30.1,30.4,29.8,29.38,29.1,28.3,28.67
15Yr,29.93,29.75,29.82,29.88,29.98,30.07,30.07,30.3,30.48,30.42,29.05,29.15,28.52,28.48,28.43
20Yr,28.38,28.18,28.52,28.5,28.57,28.42,28.48,28.38,28.38,28.23,28.65,27.32,26.3,26.8,26.85
25Yr,27.77,27.7,27.73,27.3,27.05,27.9,27.95,27.52,27.93,27.6,27.8,27.02,26.88,27.13,27.13
30Yr,27.5,27.45,27.43,27.77,28.1,28.13,28.05,27.98,28.08,28.08,27.42,27.48,27.27,27.1,28.38
