Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,32.4,39.6,35.45,34.5,33.2,31.05,29.25,27.45,26.05,25.1,24.2,22.9,21.7,20.1,20.2
3Mo,36.35,39.42,36.33,34.65,33.33,31.4,29.6,27.95,26.85,25.2,23.65,22.5,21,20.6,20.05
6Mo,38.45,37.5,34,32.9,31.6,29.7,28.1,26.2,25.3,24.2,22.05,21.4,20.3,19.4,19.9
9Mo,38.15,35.8,33.35,31.07,30.05,28.4,27,25.2,24.4,23.23,22.27,20.85,20.27,19.85,19.65
1Yr,37.1,33.42,31.65,29.75,28.18,26.85,25.65,24.9,23.5,22.8,21.85,20.7,19.75,19.6,19.4
2Yr,28.6,27.25,26.3,25.13,24.7,23.65,22.85,22.5,21.8,20.95,20.25,19.3,18.6,18.6,18.1
3Yr,24.7,24.1,23.43,22.8,22.2,21.75,21.2,20.75,19.9,19.85,19.35,18.5,17.85,17.8,17.4
4Yr,22.98,22.6,21.65,21.15,20.7,20.18,19.95,19.55,19.3,18.77,18.45,17.6,17.05,17.15,17
5Yr,20.85,20.25,19.9,19.63,19.4,19.1,18.6,18.7,18.4,18.1,17.6,17,16.45,16.5,16.4
6Yr,19.7,18.85,18.95,18.75,18.5,18.15,17.75,17.35,17.5,17.2,16.7,15.95,15.75,15.65,15.5
7Yr,18.25,18.15,17.88,17.73,17.65,17.35,17.4,17.05,17,16.5,16.25,15.5,15.1,15.2,15.2
8Yr,17.5,17,17,16.9,16.75,16.55,16.3,16.2,16.1,15.85,15.55,15.1,14.9,14.55,14.45
9Yr,16.55,16.25,16.2,16.15,16,15.75,15.75,15.55,15.4,15.25,15.05,14.75,14.55,13.7,13.95
10Yr,16.07,15.82,16.2,16.1,15.9,15.8,15.35,15.25,15.05,14.72,14.1,14,13.65,13.65,13.5
15Yr,14.4,14.3,13.4,14.5,14.4,14.05,13.9,13.8,13.9,13.5,13.15,12.7,12.5,12.3,12.05
20Yr,14.1,13.5,13.4,13.9,13.25,13.7,13.6,13.5,12.7,12.55,12.2,11.7,11.5,11.4,11.2
25Yr,12.8,12.75,12.7,12.55,12.55,12.4,12.25,12.9,12.8,11.8,11.45,11,10.75,10.55,11.5
30Yr,12.15,12.1,12,11.9,11.9,11.7,11.55,11.5,11.3,11.2,10.9,10.5,10.3,10.15,9.95
