Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,31.5,36.8,33.5,31.7,30.5,28.67,27.1,26.55,24.3,23.2,21.9,20.05,20.4,19,19
3Mo,33.3,35.13,32.8,31.2,30.1,28.08,26.23,25.1,24.05,22.5,21.4,20.1,19.1,18.75,18.5
6Mo,35.1,33.1,30.75,29.3,28.3,26.45,25.2,23.65,22.8,21.6,20.65,19.3,18.5,18.1,17.63
9Mo,33.5,31.27,29.35,28.17,26.85,25.35,24.15,22.7,21.95,21.05,20.05,18.65,18.15,17.75,17.7
1Yr,31.9,29.2,27.85,26.35,25.15,23.9,23.1,21.7,21,20.5,19.5,18.55,17.8,17.55,17.4
2Yr,25.6,24.45,23.8,23.1,22,21.6,20.9,20.2,19.7,19.2,18.35,17.7,17,16.9,16.6
3Yr,22.8,21.95,21.4,20.9,20.17,19.55,19.4,19,18.45,17.9,17.35,16.8,16.05,16.1,16
4Yr,20.73,20.27,20,19.25,19.1,18.45,18.07,17.95,17.65,17.4,16.8,16.05,15.53,15.6,15.18
5Yr,19.2,19,18.35,18.3,18,17.8,17.2,17.2,16.9,16.45,16.2,15.45,15.05,15.2,14.8
6Yr,18.2,17.55,17.55,17.35,17.05,16.8,16.5,16.3,16.15,15.85,15.35,14.7,14.45,14.4,14.25
7Yr,16.98,16.67,16.55,16.7,16.2,16,16,15.7,15.6,15.4,14.9,14.25,14.1,13.95,14
8Yr,16.25,15.85,15.8,15.65,15.45,15.35,15.2,15,14.9,14.65,14.35,13.95,13.75,13.45,13.4
9Yr,15.35,15.15,15.05,15,14.85,14.65,14.65,14.45,14.3,14.15,13.95,13.65,13.4,13.2,13
10Yr,15,14.63,14.9,14.8,14.7,14.27,14.4,14.2,14,13.9,13.5,12.95,12.8,12.7,12.7
15Yr,13.45,13.4,13.35,13.4,13.3,13.15,13.05,12.9,12.75,12.6,12.25,11.75,11.6,11.5,11.4
20Yr,12.35,12.65,12.55,12.5,12.45,12.3,12.15,12.05,11.9,11.75,11.35,10.85,10.7,10.5,10.4
25Yr,12.3,12,11.9,11.8,11.75,11.6,11.5,11.4,11.25,11.15,10.7,10.1,9.85,9.7,9.55
30Yr,12.3,11.8,11.7,11.6,11.45,11.35,11.2,11.1,10.95,10.8,10.3,9.6,9.35,9.25,9.1
