Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,104.38,80.88,80.93,70.7,60.75,56.33,58,56.3,54.7,55.52,45.77,49.35,48.1,46.92,47.25
3Mo,100.88,75.7,73.05,65.1,57.38,54.48,53.38,51.52,50.8,51.05,48.02,45.63,43.65,43.55,43.42
6Mo,90.65,74.95,69.95,62.38,56.38,52.45,50.45,47.95,47.15,46.45,44.3,41.48,39.42,39.35,39.6
9Mo,88.4,72.75,66.35,59.25,53.35,50.05,47.4,46.52,45.3,44.35,42.92,39.13,37.55,37.2,37.92
1Yr,82.25,68.55,61.95,54.88,50.6,47.67,45.98,44.23,43.65,42.3,40.3,37.55,35.83,35.83,35.55
2Yr,77,60.13,51.25,46.05,43.42,41.38,40.15,39.3,38.3,37.42,36.55,34.4,32.95,32.8,32.2
3Yr,55.88,47.75,42.7,39.88,38.2,36.98,36.3,35.7,34.92,33.85,33.92,32.1,31.02,30.6,30.25
4Yr,45.25,40.15,37.5,35.63,34.5,34.08,33.05,32.7,32.25,31.85,31.55,30.58,29.55,29.52,28.8
5Yr,37.97,35.77,34.27,33.55,32.8,32.35,31.48,31.55,31.23,30.7,30.15,29.33,28.6,28.35,28.13
6Yr,34.42,33.1,32.45,31.73,31.1,30.75,30.3,30.2,29.7,29.6,29.35,28.73,28.1,27.75,27.82
7Yr,32.1,31.45,30.8,30.08,29.43,29.2,29.05,28.95,28.95,28.8,28.38,27.67,27.13,27.2,26.83
8Yr,30.88,30.15,29.4,28.75,28.5,28.45,28.15,28.25,28.25,28.15,27.85,27.18,26.75,26.55,26.4
9Yr,29.63,28.88,28.38,27.8,27.52,27.45,27.38,27.55,27.55,27.42,27.32,26.65,26.18,25.55,25.82
10Yr,27.93,27.35,26.83,26.67,26.48,26.57,26.5,26.82,26.93,26.9,25.95,25.83,24.6,24.85,24.75
15Yr,25.52,25.1,25.3,25.68,25.65,25.7,25.45,25.63,25.32,25.73,25.02,24.33,23.95,24.1,24
20Yr,24.25,24.23,23.73,23.55,24.23,24.35,24.32,23.85,24,24.05,25.02,23.6,23.3,23.63,23.6
25Yr,23.9,23.9,24.02,24,23.55,23.55,23.75,24.05,24.4,24.42,25.02,24.35,24.65,25.35,26
30Yr,25.05,25.1,25.13,25.43,25.38,25.15,25.55,25.9,26.02,26.2,24.45,26.73,27.55,28.13,27.15
