Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.78813,0,2.78813,2.78813,0.992925
EDU08   ,2.9093,0,2.9093,2.92677,0.987727
EDZ08   ,3.0527,0,3.0527,2.97802,0.980164
EDH09   ,3.06541,0,3.06541,3.02309,0.972627
EDM09   ,3.20244,0,3.20244,3.07893,0.964817
EDU09   ,3.43381,0,3.43381,3.1506,0.956515
EDZ09   ,3.72451,0,3.72451,3.23969,0.947593
2 YR,3.3485,0,3.3485,3.35493,0.935624
3 YR,3.661,0,3.661,3.67778,0.896433
4 YR,3.866,0,3.866,3.89183,0.856936
5 YR,4.0185,0,4.0185,4.05319,0.818121
6 YR,4.152,0,4.152,4.19704,0.779411
7 YR,4.2695,0,4.2695,4.32596,0.741123
8 YR,4.3685,0,4.3685,4.43629,0.703967
9 YR,4.446,0,4.446,4.52334,0.668603
10 YR,4.5125,0,4.5125,4.59911,0.634476
11 YR,4.5665,0,4.5665,4.66119,0.602315
12 YR,4.617,0,4.617,4.72072,0.571264
15 YR,4.724,0,4.724,4.84808,0.487464
20 YR,4.811,0,4.811,4.94873,0.376176
25 YR,4.848,0,4.848,4.98557,0.291968
30 YR,4.8665,0,4.8665,4.99955,0.227313
40 YR,4.8685,0,4.8685,4.96202,0.140776
50 YR,4.856,0,4.856,4.89363,0.089145
