Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,88.15,78.45,65.75,58.8,54.45,50.15,46.65,43.7,41.5,39.1,38.73,38.2,37.4,39.65,37.9
3Mo,86.9,73.07,60.15,53.7,50.1,46.13,43.15,41,38.8,37.05,37.1,36.05,36.45,36.8,36.5
6Mo,73.6,61.95,51.7,46.88,43.73,40.58,38.4,36.25,35.05,33.3,33.55,32.7,32.9,33.15,33.3
9Mo,67.58,54.17,46.75,42.73,39.55,37.6,35.38,34,33.25,31.7,31.52,31.35,31.3,31.6,31.3
1Yr,56.9,45.8,41.2,38.3,36.15,34.02,32.75,31.65,30.85,29.6,29.9,29.5,29.6,29.8,30
2Yr,34.55,32.65,31.4,30.25,29.35,28.55,27.75,27.4,26.9,26.25,26.6,26.4,26.6,27.1,26.85
3Yr,29.95,29.02,28.05,27.25,27,26.5,26.1,25.7,25.15,24.98,26.2,25.4,25.6,26,25.82
4Yr,26.65,26.1,25.4,25,24.77,24.52,24.3,24.4,24.25,23.95,24.25,24.7,24.8,24.95,25.2
5Yr,24.35,24,23.65,23.52,23.45,23.38,23.25,23.35,23.35,23.07,23.7,23.6,23.9,24.3,24.3
6Yr,22.9,22.5,22.6,22.6,22.55,22.55,22.5,22.5,22.55,22.4,22.55,22.8,23,22.9,22.8
7Yr,21.57,21.73,21.77,21.93,22.1,22.2,22.13,22.3,22.3,21.98,22.75,22.45,22.45,22.4,23
8Yr,21.9,21,21.2,21.35,21.45,21.55,21.6,21.6,21.6,21.45,21.65,21.95,21.95,21.55,21.55
9Yr,20.85,20.6,20.75,21,21.1,21.05,21.25,21.15,21.1,21.05,21.25,21.65,21.5,21.8,20.95
10Yr,20.25,20.6,20.77,20.95,21.08,21.05,20.95,21.75,20.95,20.9,20.85,20.85,20.5,20.5,20.8
15Yr,20.55,20.55,20.5,20.8,20.4,20.2,20.05,19.7,19.5,19.35,19.15,18.85,19.5,19.4,19.2
20Yr,20.1,19.7,19.55,19.35,19.25,19.05,18.9,18.7,18.5,18.3,18,17.65,18.5,16.95,18.4
25Yr,18.5,18.45,18.35,18.25,18.2,17.95,17.75,18.4,16.2,17.2,16.9,16.55,16.25,15.95,15.8
30Yr,18.8,18.35,17.8,17.5,17.4,13.75,11.05,13.6,15.45,16.9,16.65,16.3,15.95,15.5,15.05
