Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.0525,0,4.0525,4.0525,0.98975
EDZ08   ,3.45399,0,3.45399,3.76776,0.982935
EDH09   ,2.96203,0,2.96203,3.51353,0.97563
EDM09   ,3.03426,0,3.03426,3.41024,0.968204
EDU09   ,3.1157,0,3.1157,3.35889,0.960639
EDZ09   ,3.42636,0,3.42636,3.3731,0.95239
EDH10   ,3.58126,0,3.58126,3.41736,0.943846
2 YR,3.447,0,3.447,3.44682,0.933757
3 YR,3.7445,0,3.7445,3.75633,0.89427
4 YR,3.9445,0,3.9445,3.96649,0.854613
5 YR,4.08725,0,4.08725,4.11807,0.815615
6 YR,4.207,0,4.207,4.24725,0.777115
7 YR,4.29655,0,4.29655,4.34467,0.740173
8 YR,4.378,0,4.378,4.43506,0.703949
9 YR,4.4375,0,4.4375,4.5012,0.669907
10 YR,4.492,0,4.492,4.56308,0.636876
11 YR,4.5405,0,4.5405,4.61912,0.605123
12 YR,4.5665,0,4.5665,4.64701,0.576223
15 YR,4.6355,0,4.6355,4.72529,0.496312
20 YR,4.692,0,4.692,4.78645,0.388286
25 YR,4.7055,0,4.7055,4.78969,0.306224
30 YR,4.705,0,4.705,4.77352,0.242805
40 YR,4.668,0,4.668,4.66409,0.158149
50 YR,4.674,0,4.674,4.67589,0.099159
