Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.78938,0,2.78938,2.78938,0.992922
EDU08   ,2.84932,0,2.84932,2.89331,0.988102
EDZ08   ,2.96273,0,2.96273,2.92361,0.980757
EDH09   ,2.98542,0,2.98542,2.96154,0.973411
EDM09   ,3.13743,0,3.13743,3.01661,0.965752
EDU09   ,3.39375,0,3.39375,3.0925,0.957538
EDZ09   ,3.69941,0,3.69941,3.18699,0.948667
2 YR,3.3095,0,3.3095,3.31613,0.936167
3 YR,3.6475,0,3.6475,3.6655,0.896667
4 YR,3.8635,0,3.8635,3.89115,0.857142
5 YR,4.0175,0,4.0175,4.05378,0.818189
6 YR,4.156,0,4.156,4.203,0.779138
7 YR,4.2695,0,4.2695,4.32709,0.741066
8 YR,4.368,0,4.368,4.43668,0.70386
9 YR,4.4485,0,4.4485,4.52737,0.668365
10 YR,4.514,0,4.514,4.60184,0.634467
11 YR,4.568,0,4.568,4.66378,0.602224
12 YR,4.6165,0,4.6165,4.72053,0.571277
15 YR,4.727,0,4.727,4.85274,0.487132
20 YR,4.819,0,4.819,4.96079,0.375291
25 YR,4.8585,0,4.8585,5.00141,0.290802
30 YR,4.8775,0,4.8775,5.01565,0.226183
40 YR,4.8795,0,4.8795,4.97683,0.139965
50 YR,4.8725,0,4.8725,4.92556,0.087778
