Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,83.95,78.15,57.67,56.8,47.98,45.4,48.2,44.5,46.23,46.45,50.4,44.1,42.5,42.05,42
3Mo,79.4,71.13,61.05,53.58,49.38,49.73,47.7,45.88,45.5,46.05,43.8,43.55,42.38,42.5,42.55
6Mo,76.95,71.42,56.95,52.52,49.73,48.7,47.13,45.65,45.27,45.05,45.1,42.55,41.6,41.95,42.4
9Mo,75.28,67.7,55.77,51.5,48.95,46.8,44.5,44.75,44.33,45.25,42.97,41.22,40.88,40.75,40.75
1Yr,76.63,65.18,54.45,50.75,48.1,45.63,44.8,43.9,42.7,42.42,40.38,40.05,39.7,39.55,39.95
2Yr,69.97,55.83,48.92,45.35,43.4,41.52,40.58,38.98,38.3,38.25,38.4,36.38,36.3,35.95,36.55
3Yr,53.23,46.5,42,39.8,38.63,37.4,36.67,36.05,35.6,35.1,35.75,33.83,33.83,33.48,33.25
4Yr,43.63,39.53,37.42,36.15,35.33,34.98,34.08,33.15,33.27,33.08,33.8,32.22,32.1,32.02,31.83
5Yr,37.77,35.75,34.88,34.13,33.55,33.08,32.52,32.35,31.45,31.98,32.7,31.33,31.45,30.75,31.27
6Yr,34.05,33.48,32.7,32.2,31.52,31.18,30.88,30.45,30.35,30.35,31.05,30.45,30.25,30.15,30.02
7Yr,32.9,32.3,31.7,31.15,30.6,30.4,30.27,30.1,30.2,30.73,31.4,29.5,29.75,28.95,29.58
8Yr,31.45,31.2,30.43,29.4,29.45,29.4,29.38,29,29.2,29.3,29.6,29.15,28.85,28.65,28.73
9Yr,30.82,29.95,29.4,28.98,28.8,28.88,28.73,28.55,29.2,28.85,29.13,28.65,28.38,28.02,28.15
10Yr,29.67,29.23,28.88,28.7,28.27,28.73,28.77,28.77,28.82,29.38,29.9,28.25,27.73,27.35,27.4
15Yr,28.57,28.55,28.05,28.38,28.58,28.8,28.58,28.92,29.08,28.67,27.63,27.65,26.75,26.9,27.15
20Yr,27.3,26.93,27.15,27.13,27.15,27.08,27.08,27.02,26.58,26.58,27.42,25.95,25.65,25.35,25.85
25Yr,26.6,26.58,26.7,26.8,26.52,26.52,26.07,26.58,26.18,26.73,26.32,25.75,25.65,25.82,25.82
30Yr,25.9,26.08,26.4,26.2,26.75,26.83,26.7,26.55,26.9,27,26.38,25.9,25.65,25.65,27
