Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,78.72,93.57,80.28,73.7,68.38,61.23,59.5,57.3,54.9,55.02,49.03,49.55,49.75,49.75,49.75
3Mo,76.78,80.15,74.2,67.35,62,56.98,54.42,52.35,50.85,50.48,48.15,45.63,44.38,44.05,44.15
6Mo,87.1,78.13,69.78,63.77,58.95,54.6,52.15,49.42,48.15,47.6,46.58,42.8,41.8,41.5,41.5
9Mo,90.13,77.53,67.47,60.25,55.38,51.08,48.67,47.5,46.35,45.15,44.1,41.28,38.58,39.95,39.67
1Yr,90.68,75.08,64.63,57.27,52.63,48.2,46.17,45.08,44.08,43,41.4,39.4,38.67,38.3,38.17
2Yr,79.32,61.95,51.75,47.02,43.98,41.88,40.38,39.75,38.88,37.73,37.7,35.58,34.95,34.15,33.75
3Yr,57.8,47.05,42.15,39.27,37.65,36.67,36.08,35.25,34.7,33.92,34.05,32.25,31.85,31.52,31.4
4Yr,43.02,38.73,36.25,34.85,33.75,33.23,32.55,32.33,31.75,31.6,31.6,30,29.95,29.73,29.65
5Yr,35.9,34.03,33.05,32.4,32.17,31.42,30.9,30.3,30.42,30.25,29.85,28.8,28.8,28.7,28.58
6Yr,31.98,31.35,30.85,30.45,30,29.3,29.27,28.75,29,28.9,29.18,27.88,28.05,27.9,27.67
7Yr,30.83,30.43,29.93,29.5,29.13,28.95,28.7,28.35,28.05,29.1,28,27.15,27.1,26.95,26.95
8Yr,29.02,28.98,28.63,27.77,27.98,27.83,27.85,27.52,27.52,27.63,27.65,26.8,26.38,26.2,26.27
9Yr,28.75,28.27,27.3,27.52,27.25,27.27,27.2,27.15,27.42,27.15,27.15,26.23,25.73,25.73,25.65
10Yr,28.15,27.85,27.55,27.4,27.3,27.35,27.3,27.25,27.27,27.55,26.73,25.8,25.2,24.98,24.9
15Yr,26.48,26.13,27,26.83,27.13,27.02,26.92,26.83,26.73,27,25.55,25.08,24.48,24.67,24.63
20Yr,25.15,25.15,25.35,25.35,25.2,25,25.2,24.7,24.6,24.9,25.23,23.4,23.3,23.3,23.27
25Yr,24.45,24.6,24.63,24.67,24.7,24.65,24.6,24.5,24.4,24.3,24.85,23.75,23.35,23.23,25.5
30Yr,24.42,24.52,24.7,24.7,24.73,24.9,24.7,24.7,24.8,24.73,24.1,26.65,23.23,23.2,27.23
