Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,86.43,90.65,93.53,91.57,91.68,88.97,87.55,87.4,87.1,86.03,85.42,84.5,87.13,92.3,97.35
3Mo,82.63,77.22,80.78,79.28,79.05,77.13,76.13,76.2,76,75.3,75.3,72.1,75.53,78.7,81.65
6Mo,74.85,70.78,72.3,68.4,67.2,65.22,64.6,64.3,63.6,62.9,62.52,59.4,60.15,62.7,64.85
9Mo,68.53,64.3,64.45,61.23,60.67,59.3,58.6,59.35,59,56.85,56.23,55.3,54.85,55.4,57.7
1Yr,62.75,58.03,56.25,54.95,54.65,53.38,52.85,52.55,51.6,50.8,49.92,48.2,49.33,50.25,50.3
2Yr,49.15,47.27,45.48,45.05,44.98,44.6,44.35,43.8,43.3,42.77,42.5,41.25,42.35,42.7,42.65
3Yr,41.3,40.15,39.95,40.08,40.53,40.3,39.72,39.3,38.2,38.25,39.2,37.65,38.63,39.1,38.95
4Yr,36.73,36.38,36.7,37.25,37.55,36.72,36.3,35.9,35.4,34.7,34.8,34.85,35.8,36.2,36.15
5Yr,34.97,34.88,35.2,35.25,34.75,34.13,33.6,33.4,32.7,32.03,32.33,32.5,33.25,33.6,33.95
6Yr,32.35,32,32.35,32.55,32.4,31.4,30.7,30.3,31.15,30.85,30.8,30.75,31.8,31.85,31.65
7Yr,32.2,31.8,30.65,30.25,30.13,29.55,29,28.8,28.6,28.42,29.23,29.4,29.85,30.2,30.2
8Yr,29.6,28,27.6,27.1,27.5,26.8,26.55,27.2,26.7,26.55,27.15,28.15,28.7,28.4,28.7
9Yr,27.35,25.95,25.55,25.3,25.15,25.35,25.45,25.6,25.65,25.65,26.4,27.6,27.8,27.55,27.8
10Yr,24.68,24.5,24.3,24.27,24.23,24.38,24.45,24.6,25.3,25.27,25.9,25.9,25.9,26.1,26.25
15Yr,21.3,22,24,24.8,25.5,25.6,25.6,25.5,25.4,23.9,24.25,24.8,23.1,23.45,22.8
20Yr,24.5,24.2,24.1,24,24,24,23.9,24,23.9,24.6,24,23.1,22.7,22.7,22.9
25Yr,23.1,23.2,23.4,23.5,23.6,23.6,23.5,23.4,23.1,22.9,22.6,22.2,25.3,22.3,23.8
30Yr,22.5,22.4,22.3,22.3,22.3,22.2,22.2,22.1,22,27.05,27,27,21.9,26.3,21.6
