Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,101.43,108.88,102.15,97.85,95.43,92.47,90.45,89.5,89.1,89.05,90.4,92.5,96.45,103.4,109.4
3Mo,85.85,87.65,87.35,85.45,84.97,81.65,79.03,77.5,76.4,75.57,77.75,81.55,85.78,88.35,96.4
6Mo,83.05,78.65,77.05,74.75,73.88,71.05,68.85,69.85,69,66.03,68.3,67.6,71.05,73.8,80.3
9Mo,77.92,73.5,71.07,68.8,67.88,65.35,63.5,63.3,62.6,61,61.17,61.45,65.57,65.7,72.53
1Yr,71.63,66.28,65.15,62.65,61.63,59.58,57.98,56.65,56.4,55.5,53.7,54.95,59.55,63.2,64.45
2Yr,56.48,54.15,51.85,51.05,50.05,48.88,48.25,47.95,47.7,47.25,48.1,47.8,50.85,50.85,54.2
3Yr,47.95,46.42,45.5,44.65,44.4,43.95,43.65,43.75,43.4,43.1,41.4,44.15,46.88,46.6,49.25
4Yr,42.65,41.7,41.05,40.55,40.33,40.17,40.02,40.1,40,39.8,40.4,41.15,43.67,46.1,45.3
5Yr,38.75,37.7,37.48,37.38,37.48,37.45,37.25,37.3,37.4,37.15,38.4,38.85,40.3,40.55,41.55
6Yr,34,34.85,35.45,35.55,35.85,35.6,34.9,34.6,35.5,35.45,36.05,36.95,37.95,39.6,38.3
7Yr,32.72,33.05,33.38,33.48,33.55,33.52,33.58,34,34.1,34.05,35.6,35.5,36.52,39.4,37.1
8Yr,32.05,31.75,32.35,32.35,32.25,32.45,32.1,32.4,32.65,32.7,33.4,34.5,35.5,36.7,34.95
9Yr,30.7,31.15,31.4,31.25,31.1,31.35,31.7,32,32.35,32.5,33.15,34.15,35.25,37.5,34.3
10Yr,29.35,29.35,29.65,30.3,30.73,30.85,31.15,31.6,31.9,31.85,32.5,32.9,32.65,33,33.05
15Yr,29.45,30.4,31.3,31.9,32.35,31.65,32.4,32.3,32.3,32.2,32,31.8,31,30.7,30.25
20Yr,31.2,31.3,31.5,31.6,31.7,31,31.3,30.35,30.3,31,30.3,29.25,28.4,27.2,27.8
25Yr,29.1,28.7,28.95,28.9,28.95,28.35,27.95,27.45,28.1,27.15,26.9,26.6,27.3,26.5,26.45
30Yr,25.9,26.65,26.2,27.6,25.75,27.4,25.8,27.1,27,25.3,25.85,26.75,25.6,27.55,25.9
