Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.78938,0,2.78938,2.78938,0.992922
EDU08   ,2.91919,0,2.91919,2.92798,0.987244
EDZ08   ,3.12751,0,3.12751,3.00499,0.9795
EDH09   ,3.23012,0,3.23012,3.08672,0.971567
EDM09   ,3.43203,0,3.43203,3.17772,0.963211
EDU09   ,3.69326,0,3.69326,3.27734,0.954302
EDZ09   ,3.99382,0,3.99382,3.38717,0.944764
2 YR,3.528,0,3.528,3.53729,0.932275
3 YR,3.885,0,3.885,3.90653,0.890416
4 YR,4.117,0,4.117,4.14934,0.848411
5 YR,4.282,0,4.282,4.32421,0.807424
6 YR,4.407,0,4.407,4.45832,0.767543
7 YR,4.517,0,4.517,4.57878,0.728403
8 YR,4.605,0,4.605,4.67636,0.690871
9 YR,4.678,0,4.678,4.75832,0.654754
10 YR,4.742,0,4.742,4.83165,0.620299
11 YR,4.789,0,4.789,4.88509,0.588074
12 YR,4.837,0,4.837,4.94193,0.556647
15 YR,4.929,0,4.929,5.04978,0.473151
20 YR,5.005,0,5.005,5.13598,0.36258
25 YR,5.032,0,5.032,5.15715,0.280006
30 YR,5.042,0,5.042,5.15587,0.217151
40 YR,5.038,0,5.038,5.1071,0.133028
50 YR,5.04,0,5.04,5.09064,0.080987
