Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,99.88,105.95,93.63,89.18,88.42,85.5,84.13,83.1,82.2,83.57,85.85,89.3,94.5,101.5,109.25
3Mo,86.93,85.57,80.82,78.63,79.03,75.6,73.68,71.9,70.5,71.05,74.7,76.6,83.75,87.95,96.25
6Mo,81.55,75.25,70.85,68.9,68.2,65.47,63.88,62.2,61.5,61.85,64.7,64.9,69.45,73.85,78.45
9Mo,74.15,67.85,64.5,63.22,62.22,60.15,58.75,59.05,58.5,57.2,60.13,64.55,63.4,65.5,71.45
1Yr,67.47,60.83,58.38,57.5,56.27,54.67,53.3,52,52.1,52.17,53.6,54.1,57.88,56.85,63.95
2Yr,50.15,47.92,47.83,46.63,46.2,45.3,44.23,45,45.1,44.83,46.85,47.4,49.77,52.05,54.35
3Yr,42.33,43.33,42.08,41.58,41.3,40.3,41.02,41.4,41.3,41.38,41.4,44.6,46.48,48.4,50
4Yr,41.35,39.6,38.98,38.3,37.42,38.25,38.55,38.6,38.7,38.85,40.7,41.5,43.38,45.4,45.55
5Yr,35.28,35.55,35.13,34.38,35.5,36.05,35.85,36.2,36.5,36.63,38.1,39.5,40.67,42.45,42.5
6Yr,32,32.25,32.95,33.3,33.85,33.9,33.8,34.6,35.2,35.3,36.3,37.9,39.55,41.7,40.05
7Yr,30.65,29.58,31.7,32.6,32.55,32.77,33.13,33.8,34.15,34.23,35.55,35.8,37,38.4,37.85
8Yr,30,29.6,30.5,30.8,31.1,31.7,32,32.4,32.75,32.85,33.9,35.55,37.2,38.05,36.15
9Yr,29.1,29.45,30.2,30.55,30.8,31.65,31.9,32.35,32.9,33.05,33.95,35.4,36.7,37.5,35.3
10Yr,31.08,29.77,30.05,30.77,31.4,32.13,32.75,32.7,33,33.52,34.05,34.15,34.67,35,33.7
15Yr,31.35,32.05,33.1,33.5,33.9,34.4,33.6,33.45,33.4,33.35,33.65,34.2,33.2,32.2,29.65
20Yr,32.2,31,32.95,33.05,33.7,32.1,33.85,31.9,31.9,32.65,31.6,30.1,28.3,26.2,27.55
25Yr,31.35,31.1,31.45,31.4,31.35,30.4,29.65,28.8,29.15,27.85,27.05,25.95,25.7,24.8,24.4
30Yr,31.3,27.15,29.3,28.65,29,27.7,28.2,26.9,26.7,23.6,23.65,23.8,24.05,24.35,24.45
