Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,90.25,84.17,85.45,71.5,61.38,54.92,54.6,51.75,49.7,49.6,47.02,43.67,42.4,42.08,42.55
3Mo,90.65,78.75,78.2,67.82,59.52,54.33,51.9,48.95,47.63,46.7,44.33,41.47,39.6,39.05,39.27
6Mo,89.4,78.1,72.9,63.73,56.17,51.33,48.35,45.77,44.42,43.13,41.05,38.03,36.7,36.55,36.65
9Mo,88,75.47,68.18,58.73,52.58,48.3,46.15,43.98,42.67,41.13,40,36.38,34.92,34.55,34.42
1Yr,84.68,71.88,63.35,53.65,49.35,45.9,43.42,42.1,41,39.73,37.98,34.83,33.5,33.2,32.9
2Yr,80.15,61.8,50.95,44.52,41.3,39.17,37.52,36.5,36.1,34.85,33.75,32.1,31.25,30.65,30.2
3Yr,55.38,46.02,40.98,37.83,35.88,34.55,33.4,33.25,32.63,31.55,31.05,29.8,28.88,28.65,28.4
4Yr,41.4,37.58,34.9,33.63,32.1,31.35,30.67,30.57,30.38,29.6,29.2,28.23,27.63,27.48,26.98
5Yr,34.98,33.1,31.7,30.75,29.98,29.73,29.25,29,28.75,28.3,27.9,27.33,26.25,26.15,26.25
6Yr,31.4,30.23,29.45,28.85,28.38,28.02,27.77,27.73,27.33,27.52,27.25,26.33,25.98,25.73,25.38
7Yr,30,28.58,27.9,27.38,26.9,26.77,26.52,26.55,26.55,26.8,26.5,25.95,25.33,25.15,25.4
8Yr,27.35,27.18,26.67,26.1,25.85,25.8,25.7,25.7,25.7,25.6,25.67,24.5,24.73,24.45,24.27
9Yr,26.02,25.63,25.25,24.82,24.75,24.8,24.57,24.55,24.85,24.95,24.57,23.95,24.15,23.6,23.48
10Yr,25.43,25.08,24.8,24.73,24.6,24.52,24.85,24.38,24.83,24.88,24.4,24.05,23.08,23.1,23.15
15Yr,23.25,23.2,23.4,23.35,23.4,23.3,23.2,23.3,23.35,23.25,23,22.33,22.2,22.42,22.3
20Yr,22.2,22.13,21.9,21.8,21.8,21.95,21.88,21.75,21.8,21.92,21.95,21.2,21.15,21.2,20.73
25Yr,20.65,20.5,20.38,20.3,21.1,20.17,21.77,20.13,20.05,19.95,20.13,22.63,19.77,23.75,19.38
30Yr,19,22.55,19.02,18.92,18.73,18.73,18.57,18.45,18.55,18.63,20.9,18.27,17.98,28.35,30.95
