Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.45875,0,1.45875,1.45875,0.996366
EDH09   ,1.09435,0,1.09435,1.27107,0.99414
EDM09   ,1.13311,0,1.13311,1.23254,0.9913
EDU09   ,1.22634,0,1.22634,1.23497,0.988237
EDZ09   ,1.37408,0,1.37408,1.26442,0.984816
EDH10   ,1.49133,0,1.49133,1.30896,0.981118
EDM10   ,1.71309,0,1.71309,1.37351,0.976887
2 YR,1.45,0,1.45,1.45182,0.971483
3 YR,1.697,0,1.697,1.70286,0.950403
4 YR,1.9179,0,1.9179,1.93085,0.926016
5 YR,2.07975,0,2.07975,2.09925,0.900851
6 YR,2.1885,0,2.1885,2.21196,0.876351
7 YR,2.2905,0,2.2905,2.3191,0.850949
8 YR,2.366,0,2.366,2.39866,0.826338
9 YR,2.4225,0,2.4225,2.45826,0.802658
10 YR,2.481,0,2.481,2.52191,0.778322
11 YR,2.5255,0,2.5255,2.57034,0.755076
12 YR,2.601,0,2.601,2.65572,0.72863
15 YR,2.726,0,2.726,2.79624,0.659381
20 YR,2.7465,0,2.7465,2.80503,0.572908
25 YR,2.7335,0,2.7335,2.77596,0.501969
30 YR,2.722,0,2.722,2.75211,0.44043
40 YR,2.723,0,2.723,2.74589,0.335919
50 YR,2.9264,0,2.9264,3.15172,0.209387
