Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,83.1,77.65,84.88,66.7,58.5,49.15,44.9,40.83,38.35,36.95,32.58,31,29.3,28.38,28.73
3Mo,77.03,73.75,78.33,64.65,54.25,46.95,42.85,39.88,37.6,36.08,34.2,30.85,28.65,28.25,27.65
6Mo,78,74.47,72.2,59.67,51.1,45.13,41.45,38.9,37.3,35.95,32.52,30.85,28.7,27.9,27.38
9Mo,85.4,76.2,68.08,55.8,48.9,43.5,40.1,38.33,36.8,35.08,33.83,30.4,28.5,27.7,27.17
1Yr,87.2,75.8,63.48,52.72,45.67,41.6,38.35,36.65,36.05,34.5,33,29.9,28.1,27.57,26.9
2Yr,77,58.95,48.13,41.92,39,36.2,34.5,33.4,32.5,31.52,29.05,27.95,26.65,26.3,25.8
3Yr,51.63,43.42,37.97,35.28,33.6,32.25,30.88,30.45,29.82,29,26.88,26.15,25.13,24.88,24.45
4Yr,37.8,34.15,32.17,30.73,29.63,29.2,28,27.7,27.45,26.8,25.02,24.8,23.8,23.63,23.4
5Yr,31.52,30.38,29.15,28.08,27.45,26.98,26.35,26.3,25.95,25.52,23.77,23.7,22.9,22.7,22.48
6Yr,29.5,27.6,26.45,26.3,25.77,25.05,25,25,24.67,24.48,24.15,22.88,22.05,21.65,21.9
7Yr,26.67,25.95,25.43,24.85,24.3,24.08,23.75,23.45,23.25,23.8,22.02,22.1,21.23,21.1,20.93
8Yr,25.17,24.6,24,23.65,23.2,23.07,22.85,22.8,23,22.8,22.5,20.9,20.65,20.08,20.05
9Yr,23.82,23.2,22.55,22.5,22.23,22.23,21.85,22.2,22.08,22.2,21.68,20.8,20.18,18.95,19.75
10Yr,22.75,22.32,22.05,21.7,21.5,21.45,21.48,21.1,21.58,21.43,19.8,20.33,19.83,19.05,19.13
15Yr,20.7,20.75,20.75,20.4,20.42,20.42,20.33,20.33,20.3,20.15,19.52,18.63,18,17.93,17.5
20Yr,19.07,18.98,19.13,18.85,18.73,18.75,18.6,18.42,18.38,18.42,18.6,17.35,16.7,16.13,16.45
25Yr,17.6,17.1,16.9,17.23,16.85,18.8,16.98,16.92,16.83,18.85,16.83,16.15,15.4,15.85,15.5
30Yr,15.65,15.95,15.43,15.78,15.78,15.8,15.55,15.43,15.45,15.6,17.67,15,14.8,14.57,20.02
