Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,93.65,105.95,98.97,94.25,92.18,88.55,86.18,82.08,81.5,84.2,84.6,87.8,92.8,95.2,101.15
3Mo,82.93,86.15,85.35,81.07,78.8,75.38,72.72,69.5,68.6,69.32,71.65,71.15,78.1,75.6,82.95
6Mo,81.72,78.35,75.75,71.25,68.8,66.28,64.05,61.5,60.75,61.25,62.4,62.05,65.6,65.15,69.25
9Mo,77.8,71.78,67.82,64.55,62.77,59.83,58.25,57.9,57.35,56,56.98,58.45,59.45,60.75,62.17
1Yr,71.03,64.8,59.98,57.35,55.85,53.73,52.17,50.95,50.6,50.45,51.45,51.4,52.77,53.6,54.7
2Yr,54.27,50.23,48.05,46.65,45.85,44.85,44.35,43.85,43.8,44.13,45,44.95,46.25,46.4,47.6
3Yr,43.77,42.47,41.38,40.75,40.58,40.33,40.25,40.25,43.23,40.63,41,41.55,42.75,43.2,44
4Yr,39.15,37.78,37.33,37.08,37.17,37.25,37.35,37.5,37.75,37.95,40.6,39.05,39.9,40.6,40.9
5Yr,34.73,34.5,34.33,34.42,34.67,34.95,35.23,35.55,35.7,35.88,36.6,36.85,37.6,37.8,38.4
6Yr,32.55,32.65,32.85,32.95,33.55,33.7,33.45,35.55,34.45,34.55,34.85,35.35,35.65,37.5,36
7Yr,29.58,30.33,31.17,31.55,32.15,32.45,32.67,32.9,33.05,33.25,34.9,33.6,34,34,34.5
8Yr,30.45,29.6,30.25,30.4,30.45,31.2,31.1,31.75,31.65,31.8,32.2,32.85,33,34.25,32.35
9Yr,29.1,29.4,29.7,29.8,29.85,30.35,30.6,30.85,30.9,30.85,31.45,32.4,32.65,32,31.35
10Yr,28.58,29.08,29.58,30,30.38,30.65,30.68,30.65,30.77,30.75,32.5,30.55,30.52,29.9,30.02
15Yr,28.7,29.1,29.2,28.8,29.9,29.75,29.55,28.45,28.3,28.32,27.9,27.33,26.88,26.38,26.1
20Yr,27.15,27,27.05,27.15,27.35,26.98,27.2,26.6,26.65,27.58,26.73,25.5,24.85,24.68,24.6
25Yr,26.7,26.9,27.2,27.4,27.6,27.2,26.85,26.05,24.45,25.9,25.35,24.6,25.3,24.2,24.1
30Yr,25.4,28.6,30.7,25.2,25.1,30.05,24.4,24.2,24,26.4,26.35,26.3,23.3,26.1,23.5
