Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,87.55,75.03,75.53,71.17,68.22,63.88,65.68,64.58,62.6,63.65,52.4,60.63,61.7,62,62.3
3Mo,79.38,72.85,65.25,63.2,61.9,59.25,57.92,56.85,54.88,55.7,52.9,53.88,52.17,53.38,53.02
6Mo,79.63,68.72,62.7,61.35,59.5,56.83,55.13,53.25,52.5,51.9,47.13,48.08,47.92,48.27,48.75
9Mo,81.25,69,62.4,59.55,56.7,54,52.6,51.3,50.6,49.6,48.55,45.95,45.7,45.6,46.08
1Yr,77.95,67.68,61.55,57.27,54.3,51.5,50.08,49,48.45,47.65,46.1,43.6,43.35,43.3,43.38
2Yr,73.5,60.08,52.75,49.42,47.73,46.38,45.27,44.17,43.38,42.47,38.63,40.02,39.42,39.45,39.42
3Yr,59,51.7,47.08,44.28,43,42.25,40.78,40.55,39.75,38.83,39.05,37.45,36.73,36.85,36.85
4Yr,48.63,44.42,41.77,40.55,39.67,39.15,38.08,37.88,37.35,36.72,34,35.88,35.28,35.35,35.25
5Yr,42.42,40.17,39.23,38.67,37.58,37.1,36.75,36.3,36.05,35.6,32.95,34.75,34.35,34.48,34.5
6Yr,38.45,37.75,37.05,36.48,35.88,35.65,35.25,34.75,34.85,34.75,34.65,34,33.63,33.65,33.75
7Yr,37.83,36.97,36.3,35.35,34.52,34.17,34.02,34.25,34.25,34.3,31.7,33.2,32.73,32.88,32.8
8Yr,35.8,35.2,34.75,33.85,33.35,33.45,33.23,33.35,33.35,33.45,33.33,32.5,32.17,31.95,32.25
9Yr,35,34.1,33.35,33.15,32.55,32.65,32.3,32.85,32.73,33.05,32.8,31.88,31.63,29.6,31.4
10Yr,33.4,32.8,32.4,32.2,32.05,32.45,32.2,32.1,32.75,32.8,30.05,31.57,30.83,30.75,30.52
15Yr,31.35,31.5,31.6,31.52,31.52,31.55,31.45,32.65,31.7,31.4,31.15,30.8,30.2,29.85,30.1
20Yr,29.7,29.83,29.92,29.8,29.77,29.9,29.73,29.45,30.92,30.35,30.73,29.3,29.17,30.02,31.05
25Yr,29.15,29.15,29.2,29.23,29.15,29.17,29.2,30.25,29.57,29.82,30.13,30.7,31.33,31.9,32.1
30Yr,29.65,29.7,29.9,30.13,30.42,30.88,31.2,30.23,31.9,28.8,30.2,33.15,33.88,34.17,34.15
