Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,47,48.95,44.25,41.25,39.2,36.15,33.45,31.3,29,26.65,25.25,23.8,22.5,20.8,20.6
3Mo,42.9,44.5,40.45,37.55,35.45,32.75,30.65,28.9,26.95,24.95,24.05,22,20.1,20,19.82
6Mo,41.6,39,36,33.27,31.5,29.6,27.9,26,25.05,23.4,23.1,21.15,19.6,19.75,18.93
9Mo,39.35,36.03,33.6,31.35,29.55,27.95,26.55,24.9,24.05,22.9,21.9,20.4,19.23,19.3,18.75
1Yr,36.5,33.45,30.95,28.95,27.35,26.05,24.9,23.9,23.25,22.1,21.75,20.4,18.6,19.2,18.43
2Yr,28.33,27.2,26.1,25,24.2,23.4,22.7,22,21.55,20.8,19.7,19.3,18.2,18.4,17.9
3Yr,25.27,24.2,23.43,22.8,22.2,21.4,20.85,20.7,20.85,19.6,18.7,18,17.7,17.85,17.3
4Yr,23,22.3,21.55,21,20.8,20.13,19.73,19.6,19.35,18.7,17.95,17.65,16.9,17.15,16.57
5Yr,20.9,20.35,20.2,19.63,19.6,19.08,18.7,18.7,18.4,18.1,17.25,16.5,16.13,16.1,15.75
6Yr,20.05,19.1,19.1,18.8,18.5,18.25,17.9,17.8,17.55,17.2,16.65,15.9,15.65,15.55,15.4
7Yr,18.38,18.4,18.1,17.73,17.52,17.35,17.02,17,16.9,16.45,15.9,15.2,14.75,14.9,14.6
8Yr,17.85,17.35,17.25,17,16.8,16.65,16.45,16.3,16.15,15.9,15.5,15,14.75,14.4,14.35
9Yr,16.75,16.5,16.35,16.25,16.05,15.85,15.85,15.6,15.5,15.3,15,14.65,14.3,14,13.8
10Yr,16.23,15.95,16.2,15.75,15.9,15.8,15.3,15.4,15.2,14.75,14.4,13.7,13.3,13.45,13.2
15Yr,14.55,14.6,14.5,14.25,14.2,14.1,14,13.8,13.7,13.6,13.05,12.3,12.1,12,11.9
20Yr,13.2,13.4,13.25,13.15,13.1,12.95,12.8,12.7,12.6,12.45,12.1,11.6,11.5,11.3,11.2
25Yr,13,12.5,12.4,12.3,12.25,12.8,12.05,12,11.9,11.8,11.55,11.2,10.55,10.35,10.15
30Yr,12.9,12.4,12.35,12.3,12.2,12.1,12,11.95,11.75,11.6,11.05,10.3,10,9.8,9.65
