Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,106.1,87.43,81.78,70.17,62.25,61.45,62.17,60.5,59.45,61.15,56.67,58.55,56.4,57.17,57.4
3Mo,103.38,84.9,74.58,66.2,60.65,59.42,57.85,56.5,56.05,56.2,53.97,52.63,51.13,51.7,52.1
6Mo,95.4,76.5,68.03,62.83,58.88,55.65,53.92,52.48,51.88,50.8,50.63,47.53,45.35,46.3,46.2
9Mo,91.2,73.75,65.65,60.1,55.75,52.85,51.35,50.13,49.55,48.28,47.33,44.45,42.83,43.08,43.47
1Yr,87.95,69.43,62.75,56.9,53.23,50.33,48.92,48.05,47.28,45.98,44.38,41.83,40.73,41.13,41
2Yr,77.05,60.6,52.35,48.25,46.05,44.23,43.13,42.55,41.25,40.55,41.5,37.65,37.05,36.85,36.45
3Yr,60.17,50.92,45.75,42.75,41.17,39.85,38.95,39.02,38.2,37,37.23,35.35,34.7,34.65,34.47
4Yr,47.55,43,40.38,38.83,37.78,37.35,36.4,36.33,35.9,35.13,36.9,34.13,33.23,33.67,33.05
5Yr,41.33,38.9,37.67,36.92,36.1,35.72,35.15,34.92,34.55,34.25,35.67,24.48,32.63,32.7,32.73
6Yr,37.5,36.63,36.15,35.4,34.7,34.35,33.9,33.8,33.5,33.5,32.02,32.4,32.17,32.2,31.8
7Yr,36.6,35.83,34.95,33.95,33.48,32.98,32.7,32.98,32.85,32.98,34.45,32,31.4,31.25,31.45
8Yr,34.73,33.92,33.92,32.52,32.73,32.6,32.25,32.13,32.23,32.23,32.2,31.57,30.83,30.77,30.17
9Yr,33.58,32.65,32.8,32.4,31.6,31.75,31.4,31.65,31.75,31.95,31.4,31.1,30.5,31.92,30.3
10Yr,32.3,31.8,31.42,31.42,31,30.85,30.75,31.48,31.4,30.75,32.6,30.33,29.55,29.35,30.02
15Yr,29.98,30.15,30.3,30.52,30.65,30.65,30.55,30.67,30.75,30.45,29.6,29.35,28.85,28.55,28.35
20Yr,28.77,28.77,28.7,28.83,28.83,28.92,28.88,28.73,28.73,28.88,29.13,27.88,27.38,27.17,27.08
25Yr,27.6,27.52,27.7,27.73,27.65,27.75,27.77,27.92,27.98,28.13,28.13,28.57,28.05,27.52,27.23
30Yr,27.77,27.77,28.77,29.25,28.83,28.92,28.88,28.55,27.73,27.83,28.27,27.63,26.52,26.17,32.98
