Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,97.35,75.45,80.2,64.13,55.8,46.83,41.7,38.42,36.05,34.13,31.15,28.92,26.8,25.95,25.2
3Mo,83.07,68.65,69.95,59.52,52.3,45,40.5,37.65,35.55,33.75,,28.42,26.2,25.92,25.3
6Mo,81.28,71.85,66.68,56,49.63,43.45,39.3,36.85,34.85,33.17,,28.15,26.5,25.75,24.95
9Mo,82.15,72.43,63.23,53.05,47.3,41.8,38.3,36.38,34.6,32.78,30.93,28.23,26.48,25.9,25.07
1Yr,86.75,71.53,59.7,49.83,44.58,40.2,37.2,35.53,34.17,32.38,31,28.17,26.43,26.02,25.25
2Yr,68.88,54.6,45.63,40.02,36.9,34.47,32.63,31.7,30.68,29.52,27.95,26.3,24.92,24.8,24.48
3Yr,46.45,39.9,35.53,33.13,31.42,30.33,29.13,28.8,27.8,27.2,25.9,24.98,23.75,23.68,23.32
4Yr,34.65,31.82,30.13,28.98,28.18,27.33,26.63,26.48,26.02,25.33,24.4,23.5,22.52,22.52,21.93
5Yr,29.68,28.27,27.4,26.68,26.07,25.52,24.98,24.92,24.57,24.05,23.1,22.65,21.65,21.57,21.18
6Yr,27.18,26.33,25.6,25.1,24.68,24.05,23.7,23.7,23.6,23.5,22.77,21.65,21.1,20.85,20.55
7Yr,25.27,24.75,24.2,23.75,23.23,23,22.63,22.7,22.7,22.4,21.4,21.1,20.15,19.9,20.3
8Yr,24.1,23.6,22.95,22.73,22.2,21.95,21.95,22,21.8,21.8,21.02,19.9,19.8,19.42,19.17
9Yr,22.85,22.45,21.98,21.75,21.52,21.32,20.73,21.1,20.9,21.2,20.68,19.88,19.32,18.3,19
10Yr,21.48,21.43,21.43,21,20.63,20.5,20.6,20.55,20.55,20.27,19.35,18.93,18.6,18.23,18.5
15Yr,19.2,19.5,19.48,19.4,19.25,19.15,19.2,18.95,18.9,18.75,18.33,17.65,16.77,16.52,16.42
20Yr,18,18.15,18,17.8,17.6,17.4,17.45,17.4,17.27,17.2,16.7,15.95,15.35,14.72,16.8
25Yr,17.5,17.45,17.45,17.33,17.08,16.92,16.77,16.63,16.48,16.38,15.78,14.88,15.1,15.03,17.9
30Yr,16.27,15.53,15.82,15.03,15.4,15.02,14.47,14.3,14.3,15.1,14.73,14.2,13.93,13.8,18.6
