Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,66.75,56.95,56.63,50.92,45.67,43.98,42.95,45.03,43.85,46.88,44.92,43.15,43.6,42.75,44.75
3Mo,69.45,59.55,53.42,47.58,45.25,46.58,45.83,45.85,46.08,46.27,44.88,43.8,43.23,43.17,44.1
6Mo,67.57,60.52,52,49.2,46.6,45.97,45.9,45.65,45.77,45.38,44.15,43.27,43.35,42.67,43.3
9Mo,68.1,58.5,50.48,47.23,45.35,44.88,44.67,44.58,44.6,44,42.8,42,41.65,41.5,41.72
1Yr,67.47,57.05,49.2,47.27,45.03,44.33,44.05,43.72,43.63,43.42,42.08,41.13,40.9,40.2,41.02
2Yr,65.2,54.38,48.23,44.65,43,41.85,41.1,40.6,39.9,39.38,37.7,36.08,37.4,36.38,36.95
3Yr,53.88,47.23,43.15,40.9,39.73,38.52,37.92,37.33,36.65,36.3,35.3,34.5,34.6,33.72,34.1
4Yr,45.23,41.23,39.15,37.9,37.05,36.58,35.63,34.7,34.25,34.38,33.67,33,33.17,32.58,32.4
5Yr,39.05,37.65,36.75,36.33,35.38,34.75,34.13,33.42,33.22,33.33,32.77,32.22,32.42,31.9,32.13
6Yr,36.1,35.22,34.38,33.9,33.17,32.72,32.22,31.35,31.25,31.35,31.23,31.32,31.1,30.93,30.68
7Yr,35.25,34.52,33.8,33.08,32.42,32.17,31.82,31.3,31.35,32.05,31.4,30.73,30.85,30.23,30.45
8Yr,33.47,32.92,32.08,31.35,30.67,30.67,30.65,30.3,30.1,30.3,30.02,29.93,29.73,29.57,29.45
9Yr,32.7,31.1,30.8,30.23,29.9,30.08,29.93,29.65,30.3,29.77,29.6,29.63,29.27,28.85,28.93
10Yr,31.38,30.77,30.43,30.13,29.75,30.1,30.13,29.82,30.02,30.32,29.7,29.08,28.9,28.45,28.57
15Yr,30.38,30.15,29.65,30.13,30.05,30.08,29.98,30.08,30.1,29.92,29.15,28.25,27.77,27.88,27.95
20Yr,28.32,28.35,28.35,28.4,28.45,28.52,28.1,28.05,28,27.23,26.85,26.52,26.23,26.43,26.6
25Yr,27.73,27.55,27.58,27.6,27.7,27.73,27.8,27.75,27.85,27.6,27.32,27.18,26.75,26.65,26.73
30Yr,27.07,26.7,27.1,27.45,27.58,27.8,27.77,27.48,27.5,27.7,27.25,26.73,26.3,26.32,32.2
