Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,75.35,74.4,65.65,61.3,54.77,51.02,52.3,49.92,50.4,49.97,48.28,46.85,46.7,45.25,45.9
3Mo,79.9,73.88,66.47,59.1,54.58,52.58,52.38,50.35,49.85,48.92,47.42,46.13,44.8,44.75,45.35
6Mo,75.93,76.55,63.52,57,53.6,51.02,50.13,48.7,47.95,47.47,45.88,44.42,43.52,43.08,43.4
9Mo,78.53,72.97,61.05,55.5,52.23,50.02,48.83,47.55,46.73,45.42,44.05,42.85,42.33,41.98,42.02
1Yr,78.1,69.5,59.33,54.52,50.67,48.52,47.05,45.98,45.13,44.47,42.85,41.3,41.38,40.47,41.17
2Yr,77.4,60,52.38,47.5,45.8,43.7,42.35,41.65,40.7,39.88,38.47,37.25,37.52,37.05,37
3Yr,58.52,49.5,44.33,41.78,40.33,38.95,38.05,37.6,36.9,36.35,35.42,34.85,34.83,34.33,34.1
4Yr,46.27,42,39.27,37.72,36.88,36.35,35.35,34.88,34.42,33.9,33.33,33.13,33.17,32.77,32.88
5Yr,39.17,37.1,36.08,35.42,34.63,33.95,33.63,33.2,32.98,33.2,32.67,32.2,32.35,31.55,31.88
6Yr,35.45,34.77,33.88,33.2,32.42,32.17,31.82,31.25,31.15,31.25,31.15,31.32,31.08,30.85,30.8
7Yr,33.5,33.45,32.83,32.2,31.67,31.5,31.25,31,31,31.6,30.95,30.33,30.73,30.3,30.57
8Yr,31.7,31.57,30.82,30.35,30,30,29.98,29.55,29.75,29.85,29.68,29.77,29.65,29.5,29.23
9Yr,31.23,30.48,29.98,29.5,29.3,29.43,29.33,29.05,29.7,29.35,29.15,29.18,29.15,28.7,28.63
10Yr,30.5,30.08,29.7,29.65,28.95,29.45,29.52,29.45,29.6,29.75,29.25,28.77,28.63,28.57,28.4
15Yr,28.9,29.3,28.9,28.95,29.38,29.5,29.1,29.67,29.8,29.68,29.05,28.35,27.35,27.5,27.95
20Yr,27.27,27.52,27.4,27.5,27.6,27.6,27.48,27.4,27.42,26.6,26.4,26.33,25.85,26.18,26.27
25Yr,26.25,26.4,26.48,26.57,26.77,26.27,26.73,26.8,26.85,26.85,26.5,26.25,26.18,26.15,26.33
30Yr,26.55,26.65,27.15,27.35,27.65,27.4,27.63,27.6,27.5,27.5,27.25,27.05,26.68,26.5,28.3
