Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,103.55,88.1,90.4,72.67,59.05,54.67,53.23,51.75,49.25,49.17,46.15,44.5,42.5,42.1,42.45
3Mo,98.8,81.75,71.08,64.2,56.35,51.73,49.65,47.45,46.9,45.9,43.63,41.25,39.15,39.58,38.95
6Mo,89.93,72.72,65.72,58.45,52.38,48.03,45.25,43.65,42.7,41.95,40.98,37.63,35.95,36,35.6
9Mo,85.17,69.65,61.35,53.55,49.65,45.7,44,41.8,40.8,40.05,38.88,35.78,34.45,33.85,33.85
1Yr,77.92,65.47,56.52,49.42,46.55,43.17,42,40.1,39.27,38.03,36.45,34.5,33,32.8,32.45
2Yr,69.9,55.1,46.1,41.28,38.83,37.28,35.95,35.3,34.58,33.48,33.55,31.07,30.08,29.7,29.35
3Yr,49.2,42.2,37.9,35.55,34.38,33.4,32.05,32.08,31.45,30.5,30.9,28.67,28,27.9,27.8
4Yr,39.63,35.5,33.2,31.77,30.7,30.27,29.55,29.45,29.05,28.68,29.05,27.27,26.58,26.67,26.45
5Yr,33.55,31.75,30.5,29.63,28.98,28.67,28.13,28.1,27.8,27.5,27.75,26.35,25.52,25.4,25.48
6Yr,30.5,29.48,28.57,28.07,27.5,27.48,27.1,26.8,26.9,27,26.48,25.6,25.4,25.25,25.2
7Yr,28.95,27.6,27.3,26.52,26.13,26.07,25.88,25.95,25.35,26.05,26.4,25,24.3,24.45,24.77
8Yr,26.85,26.68,26.1,25.75,25.32,25.4,25.45,25.45,25.42,25.55,25.23,24,24.23,23.98,24
9Yr,25.9,25.52,25.5,24.88,24.73,24.75,24.9,24.8,24.95,24.8,24.5,24.1,23.75,23.57,23.48
10Yr,24.67,24.57,24.2,24.18,23.9,24.13,24.08,24.3,24.35,24.3,24.35,22.92,22.38,22.6,22.9
15Yr,23.05,22.9,23.2,23.27,23.38,23.38,23.27,23.27,23.17,23.08,22.23,21.45,20.83,21.23,21.33
20Yr,21.4,21.2,21.05,21.05,21.05,21.05,21.15,21.25,21.3,21.25,20.7,20.05,19.5,19.7,20.73
25Yr,20.4,20.38,20.23,20.1,19.9,19.8,21.7,19.63,19.45,19.4,19.23,18.55,18.45,18.65,18.45
30Yr,18.77,18.57,18.3,18.2,17.98,18,17.88,17.57,17.7,17.77,19.2,17.48,17.5,17.5,24.38
