Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.99625,0,1.99625,1.99625,0.994979
EDZ08   ,1.90248,0,1.90248,1.90909,0.995104
EDH09   ,1.51374,0,1.51374,1.73379,0.99131
EDM09   ,1.54171,0,1.54171,1.68311,0.987462
EDU09   ,1.63389,0,1.63389,1.67621,0.983401
EDZ09   ,1.79532,0,1.79532,1.70099,0.978958
EDH10   ,1.89101,0,1.89101,1.74,0.974301
2 YR,1.813,0,1.813,1.8143,0.964522
3 YR,2.074,0,2.074,2.08072,0.93979
4 YR,2.275,0,2.275,2.2877,0.912913
5 YR,2.4165,0,2.4165,2.43455,0.885981
6 YR,2.5405,0,2.5405,2.56474,0.85821
7 YR,2.642,0,2.642,2.67231,0.830421
8 YR,2.7185,0,2.7185,2.75375,0.803484
9 YR,2.772,0,2.772,2.81053,0.777877
10 YR,2.81,0,2.81,2.85052,0.753372
11 YR,2.832,0,2.832,2.87268,0.730646
12 YR,2.847,0,2.847,2.88719,0.708939
15 YR,2.8615,0,2.8615,2.8967,0.649606
20 YR,2.7805,0,2.7805,2.78547,0.575078
25 YR,2.735,0,2.735,2.72337,0.508521
30 YR,2.6905,0,2.6905,2.66177,0.452365
40 YR,2.693,0,2.693,2.67185,0.34588
50 YR,2.6435,0,2.6435,2.58726,0.276538
