Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,86.03,75,84.1,76.75,61.8,57.25,57.25,54.13,52.9,53.3,49.8,45.7,46.2,44.13,45.17
3Mo,83.55,70.9,79.25,67,60.55,55.88,53.52,50.92,50.33,49.67,46.92,43.83,41.73,41.58,42
6Mo,77.7,74.35,77.33,65.58,57.6,52.75,50.6,48.13,46.7,45.77,43.2,40.45,38.5,38.23,39.05
9Mo,79.1,72.88,69.28,60.55,53.58,49.9,47.5,45.9,44.7,43.38,40.9,38.2,36.95,36.35,37.1
1Yr,77.5,70.43,63.52,55.42,50.6,47.2,45.17,44.05,43,42,39.45,36.8,35.23,35.05,35.28
2Yr,82.2,64.9,52.9,46.4,43.25,41,39.75,38.55,37.75,37.25,35.53,33.7,32.9,32.42,32.25
3Yr,56.58,47.9,42.63,39.8,37.75,36.85,35.83,35.33,34.7,33.7,32.7,31.7,30.88,30.27,30.08
4Yr,44.5,39.9,37.25,35.35,34.05,33.25,32.85,32.55,31.95,31.55,30.85,30.23,29.15,29.3,28.75
5Yr,37.17,35.55,34.15,33.15,32.25,31.75,31.05,30.95,30.55,30.35,29.6,28.85,28.15,27.85,27.85
6Yr,33.85,32.85,32.48,31,30.3,29.8,29.5,29.55,29.15,29.05,28.38,27.75,27.25,27.3,27.17
7Yr,31.45,30.85,29.95,29.4,28.75,28.45,28.25,28.35,28.45,28.2,27.68,27.13,26.7,26.6,26.45
8Yr,29.7,29.25,28.63,27.75,27.63,27.45,27.15,27.25,27.35,27.27,27,26.85,26.23,26.2,25.2
9Yr,27.9,28.02,27.32,27.08,26.65,26.92,26.57,26.73,26.77,26.77,26.38,26.07,25.17,25.35,25.38
10Yr,27.55,26.55,26.4,25.95,25.85,25.95,25.95,26.15,26.3,26.4,25.85,25.25,24.77,25.15,24.4
15Yr,25.25,25.73,25.63,25.65,25.55,25.23,25.42,25.52,25.42,25.42,24.83,24.2,23.7,24,24.02
20Yr,22.85,23.4,23.38,22.85,22.75,22.75,22.75,22.85,22.95,23.05,22.73,22.35,22.65,22.85,22.4
25Yr,22.48,22.4,22.35,22.35,22.45,22.75,23.18,21.38,24.07,21.5,22.38,24.15,21.73,21.6,27.32
30Yr,23.88,24.52,20.93,20.95,25.32,20.88,20.77,20.52,20.63,20.7,20.52,20.5,20.38,30.77,34
