Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.1575,0,2.1575,2.1575,0.994517
EDZ08   ,2.00219,0,2.00219,2.0384,0.993654
EDH09   ,1.91271,0,1.91271,2.00409,0.988873
EDM09   ,1.93963,0,1.93963,1.99922,0.984048
EDU09   ,2.01047,0,2.01047,2.00838,0.979073
EDZ09   ,2.14526,0,2.14526,2.03586,0.973792
EDH10   ,2.18402,0,2.18402,2.06813,0.968446
2 YR,2.15775,0,2.15775,2.15977,0.957889
3 YR,2.479,0,2.479,2.48906,0.928476
4 YR,2.79,0,2.79,2.81227,0.894237
5 YR,3.01025,0,3.01025,3.04374,0.859813
6 YR,3.1765,0,3.1765,3.22034,0.82557
7 YR,3.28585,0,3.28585,3.33665,0.793233
8 YR,3.364,0,3.364,3.41983,0.762408
9 YR,3.403,0,3.403,3.4592,0.734286
10 YR,3.4215,0,3.4215,3.47567,0.708449
11 YR,3.3665,0,3.3665,3.4043,0.689822
12 YR,3.434,0,3.434,3.48423,0.660666
15 YR,3.4155,0,3.4155,3.45082,0.598458
20 YR,3.366,0,3.366,3.37614,0.511822
25 YR,3.304,0,3.304,3.28521,0.442804
30 YR,3.28645,0,3.28645,3.26089,0.378906
40 YR,2.9678,0,2.9678,2.75861,0.334238
50 YR,3.288,0,3.288,3.43249,0.182376
