Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,95.15,102.45,96.45,91.85,89.35,85.85,83.8,82.15,81.4,82.25,84.55,88.1,91.4,95.4,99.25
3Mo,88.45,87.65,84.67,79.1,76.72,73.25,70.95,70,69,68.05,71.4,73.6,77.05,79.4,81.32
6Mo,84.53,79.9,77.85,71.35,68.05,64.9,63.15,62.3,61.3,60.5,61.7,63.4,65.15,67,68.55
9Mo,79.4,73.05,70.17,64.55,61.85,59.4,58.35,57.75,57.4,56.13,56.77,57.8,59.45,60.9,61.8
1Yr,74.25,68.75,62.15,57.65,55.92,54.05,53.05,52.25,51.8,51.2,52,52.55,53.65,54.9,55.35
2Yr,58.15,52.15,48.78,47.15,46.15,45.6,45.3,45.1,45,45,45.9,46.5,46.85,47.7,47.88
3Yr,44.7,43.05,42.13,41.55,41.7,41.67,41.5,41.9,41.97,42.08,41,43.5,44.15,44.95,44.92
4Yr,39.38,38.5,38.15,38.52,38.65,38.6,38.75,39.3,39.6,39.55,39.9,41,41.35,42.3,42.25
5Yr,35.78,35.65,36.05,36.17,36.3,36.55,36.9,37.5,37.7,37.7,38.45,39,39.4,40,39.78
6Yr,33.6,34.1,34.55,34.8,35.25,35.3,35.3,35.55,36.3,36.35,36.65,37.1,37.45,39.1,37.75
7Yr,32.97,32.95,32.85,33.35,34.15,34.45,34.7,35.1,35.3,35.2,35.75,35.8,35.83,36.3,36.05
8Yr,32.35,31.75,32.2,32.35,32.4,33,33,33.35,33.6,33.5,33.8,34.35,34.25,35.4,33.5
9Yr,31.25,31.45,31.8,31.85,31.9,32.25,32.55,32.8,32.8,32.7,33.05,33.6,33.4,31.05,31.85
10Yr,29.65,30.65,31.25,31.65,31.97,32.25,32.35,32.7,32.6,32.28,32.5,31.9,31.6,31.65,31.25
15Yr,30.7,31,31.35,31.3,31.6,31.2,31.1,30.8,30.5,30.2,29.95,29.6,29,28.6,30.3
20Yr,29,31,28.8,28,28.6,27.35,28,26.95,26.95,27.9,27.6,27.2,26.7,24.95,26.25
25Yr,30.5,26.7,26.85,26.85,26.75,26.25,26.1,25.45,24.05,25.65,25.45,25.2,24.8,23.5,23
30Yr,26.4,26.1,30.55,30.3,26.1,30.4,25.4,30.2,24.9,26.75,26.4,25.9,24.2,24.8,24.5
