Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.3975,0,0.3975,0.3975,0.998985
EDZ11   ,0.54943,0,0.54943,0.49035,0.997853
EDH12   ,0.62821,0,0.62821,0.54529,0.996271
EDM12   ,0.66649,0,0.66649,0.5815,0.994595
EDU12   ,0.69923,0,0.69923,0.60814,0.99284
EDZ12   ,0.72649,0,0.72649,0.62908,0.99102
EDH13   ,0.76327,0,0.76327,0.65142,0.989112
2 YR,0.689,0,0.689,0.68947,0.986291
3 YR,0.901,0,0.901,0.90342,0.973296
4 YR,1.1855,0,1.1855,1.19317,0.95353
5 YR,1.471,0,1.471,1.48741,0.928583
6 YR,1.724,0,1.724,1.75163,0.900648
7 YR,1.934,0,1.934,1.97372,0.871454
8 YR,2.096,0,2.096,2.14677,0.842868
9 YR,2.229,0,2.229,2.29033,0.814681
10 YR,2.337,0,2.337,2.40781,0.787145
11 YR,2.43,0,2.43,2.51002,0.76004
12 YR,2.5125,0,2.5125,2.60177,0.733301
15 YR,2.6766,0,2.6766,2.7849,0.660437
20 YR,2.79,0,2.79,2.90514,0.56162
25 YR,2.8375,0,2.8375,2.94931,0.480934
30 YR,2.865,0,2.865,2.97298,0.41251
40 YR,2.8748,0,2.8748,2.96119,0.308574
50 YR,2.8405,0,2.8405,2.87502,0.239962
