Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,0.50611,0,0.50611,0.50611,0.99868
EDZ11   ,0.64479,0,0.64479,0.61979,0.998008
EDH12   ,0.81864,0,0.81864,0.71446,0.995947
EDM12   ,0.84687,0,0.84687,0.76058,0.99382
EDU12   ,0.8445,0,0.8445,0.78266,0.991703
EDZ12   ,0.83652,0,0.83652,0.79314,0.98961
EDH13   ,0.82797,0,0.82797,0.80172,0.987543
2 YR,0.8085,0,0.8085,0.80872,0.983988
3 YR,0.901,0,0.901,0.90204,0.973361
4 YR,1.097,0,1.097,1.1013,0.95702
5 YR,1.3275,0,1.3275,1.33804,0.935495
6 YR,1.5434,0,1.5434,1.56238,0.91077
7 YR,1.7255,0,1.7255,1.7538,0.884901
8 YR,1.8725,0,1.8725,1.90987,0.858933
9 YR,1.9915,0,1.9915,2.03729,0.833244
10 YR,2.094,0,2.094,2.14815,0.807567
11 YR,2.181,0,2.181,2.2431,0.782417
12 YR,2.258,0,2.258,2.32796,0.757395
15 YR,2.40705,0,2.40705,2.49255,0.68965
20 YR,2.5015,0,2.5015,2.59034,0.597655
25 YR,2.54165,0,2.54165,2.62714,0.520738
30 YR,2.566,0,2.566,2.64853,0.454142
40 YR,2.574,0,2.574,2.6397,0.350246
50 YR,2.538,0,2.538,2.56033,0.280259
