Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,108.43,96.18,81.38,73.7,69.6,63.5,59.3,54.1,51.3,49,46.5,47.9,47.1,47.8,48.1
3Mo,101.15,84.25,70.03,63.5,59.1,54.3,51,47.35,45.1,43.3,42.4,41.5,41.5,44.35,42.4
6Mo,82.7,69.28,58.1,53.9,50.5,47.1,44.4,41.8,40.2,38.7,38.15,37.4,37.2,38,38.17
9Mo,73.6,59.28,52.15,48.85,45.75,43.2,40.8,38.8,37.75,36.33,36.05,35.7,35.35,36.45,36.3
1Yr,62.85,51.2,46.35,43.9,41.1,39.4,37.3,35.95,35.15,33.8,33.85,33.65,33.55,34.5,34.45
2Yr,38.28,37.55,36.1,34.3,33.5,32.1,31.4,31,30.4,29.6,29.6,29.8,30.3,31.1,31
3Yr,35,33.77,31.98,31.17,30.32,29.6,29.27,27.75,26.45,25.2,24.1,27.35,28.73,29.5,29.52
4Yr,29.93,29.7,29.3,28.5,28.1,27.75,27.42,27.5,27.3,23.4,24.35,25.85,28.5,28.6,28.4
5Yr,26.8,27.6,26.45,26.6,26.45,26.7,26.4,26.1,23.3,26.7,26.7,24.7,27.7,26.8,27.5
6Yr,26.7,26,25.95,25.5,25.3,25.7,25.6,24.75,23.9,23.35,23.9,24.75,26.55,26.6,26.3
7Yr,23.7,24.7,25.3,25.58,25.3,25.4,25.33,25.15,24.85,26.05,25.75,25.35,26.1,25.85,26.77
8Yr,25.45,24,24.15,24.6,24.8,24.8,24.6,24.95,25.05,25,25.15,25.45,25.45,25.05,25.2
9Yr,23.8,23.8,24.15,24.4,24.5,24.2,24.65,25,25.35,25.4,25.55,25.85,25.25,23.6,24.5
10Yr,23.2,22.8,23.4,24.3,25.1,24.83,25.1,24.7,24.45,24.2,23.25,21.85,24.5,24.4,24.1
15Yr,23,23.2,23.25,23.25,23.3,23.15,23,24,24.1,21.65,17.15,20.35,22.4,19.2,18.9
20Yr,23.8,21.5,21.3,25.7,25.9,25.6,25.1,21.35,24.1,20.3,18.25,22.4,22.1,17.85,17.5
25Yr,18.65,23.9,23.4,23,22.7,21.1,22.2,19.4,21.9,21.7,18.5,16.2,19.8,17.15,14.65
30Yr,22.1,17.35,17.45,17.4,17.45,17,16.55,16.45,15.95,15.4,14.85,13.65,19.55,15.6,13
