Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.52375,0,4.52375,4.52375,0.988326
EDZ08   ,2.86397,0,2.86397,3.61449,0.984401
EDH09   ,2.24673,0,2.24673,3.14127,0.978842
EDM09   ,2.24853,0,2.24853,2.91962,0.97331
EDU09   ,2.3644,0,2.3644,2.80927,0.967527
EDZ09   ,2.67933,0,2.67933,2.78795,0.961019
EDH10   ,2.88337,0,2.88337,2.81309,0.954065
2 YR,2.937,0,2.937,2.93671,0.943207
3 YR,3.252,0,3.252,3.26274,0.907391
4 YR,3.5145,0,3.5145,3.53794,0.869114
5 YR,3.71355,0,3.71355,3.74929,0.830498
6 YR,3.8455,0,3.8455,3.89024,0.793602
7 YR,3.97005,0,3.97005,4.02607,0.756269
8 YR,4.025,0,4.025,4.08355,0.723608
9 YR,4.1105,0,4.1105,4.17992,0.689137
10 YR,4.1795,0,4.1795,4.25833,0.656152
11 YR,4.207,0,4.207,4.28608,0.627201
12 YR,4.245,0,4.245,4.32888,0.597931
15 YR,4.2703,0,4.2703,4.3459,0.524714
20 YR,4.252,0,4.252,4.29977,0.427056
25 YR,4.244,0,4.244,4.27653,0.347157
30 YR,4.204,0,4.204,4.19823,0.287463
40 YR,4.334,0,4.334,4.47175,0.170441
50 YR,4.331,0,4.331,4.42985,0.111832
