Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.21688,0,2.21688,2.21688,0.994488
EDZ08   ,2.12483,0,2.12483,2.14424,0.99374
EDH09   ,1.91822,0,1.91822,2.06296,0.988944
EDM09   ,1.92069,0,1.92069,2.03342,0.984166
EDU09   ,1.95724,0,1.95724,2.0215,0.979321
EDZ09   ,2.05789,0,2.05789,2.02964,0.974253
EDH10   ,2.06768,0,2.06768,2.04412,0.969188
2 YR,2.0815,0,2.0815,2.0821,0.95942
3 YR,2.285,0,2.285,2.29036,0.933961
4 YR,2.574,0,2.574,2.59025,0.902112
5 YR,2.76,0,2.76,2.78489,0.870851
6 YR,2.901,0,2.901,2.93382,0.839666
7 YR,2.9885,0,2.9885,3.02605,0.810392
8 YR,3.051,0,3.051,3.09191,0.782344
9 YR,3.092,0,3.092,3.13449,0.755716
10 YR,3.1165,0,3.1165,3.15896,0.730874
11 YR,3.1045,0,3.1045,3.14085,0.709774
12 YR,3.141,0,3.141,3.18198,0.684661
15 YR,3.105,0,3.105,3.12939,0.627541
20 YR,3.063,0,3.063,3.06897,0.543731
25 YR,3.029,0,3.029,3.02047,0.472616
30 YR,3.033,0,3.033,3.02769,0.40596
40 YR,3.0035,0,3.0035,2.97902,0.306413
50 YR,2.9264,0,2.9264,2.83667,0.244541
