Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,45.25,47.13,44.95,42.2,40.98,38.08,35.5,32.15,30.1,28.45,25.3,26.2,25.4,23.15,23.7
3Mo,39.85,41.47,38.1,36.72,35.1,32.8,30.52,28.85,27.5,25.65,25.2,23,22,21.8,21.5
6Mo,38.65,37,34.2,32.35,31.35,29.6,28.25,26.5,25.4,24.25,23.3,21.7,20.63,20.5,20.2
9Mo,36.72,34.42,32.25,30.8,29.75,28.27,26.88,24.95,24.2,23,22.05,20.7,20.2,19.75,19.65
1Yr,34.63,31.9,30.3,28.7,27.9,26.7,25.5,23.8,23.4,22.25,21.25,20.3,19.45,19.3,19.1
2Yr,26.85,25.65,24.85,24.15,23.48,22.75,22.05,21.7,21.1,20.6,19.6,18.8,18.2,18.3,17.8
3Yr,23.77,23.18,22.7,21.95,21.55,20.95,20.5,20.45,19.9,19.25,18.6,17.9,17.43,17.6,16.95
4Yr,22.25,21.8,21,20.7,20.3,19.9,19.3,19.2,18.9,18.5,17.8,17.2,16.6,16.5,16.4
5Yr,20.25,20.2,19.7,19.4,18.88,18.63,18.5,18.25,17.9,17.6,16.95,16.4,16.1,15.95,15.9
6Yr,19.3,18.7,18.65,18.45,18.15,17.9,17.55,17.6,17.2,16.85,16.3,15.55,15.3,15.2,14.95
7Yr,18,17.65,17.6,17.25,17.15,16.9,16.9,16.6,16.4,16,15.6,15.1,14.63,14.7,14.7
8Yr,17.25,17,16.9,16.65,16.45,16.3,16.15,15.95,15.85,15.6,15.25,14.75,14.5,14.15,14
9Yr,16.55,16.3,16.1,15.95,15.8,15.6,15.55,15.35,15.2,15.05,14.75,14.4,14.15,13.7,13.6
10Yr,16.3,15.65,15.55,15.7,15.6,15.45,15.05,15.05,14.85,14.7,14.15,13.7,13.15,13.25,13.3
15Yr,14.55,14.4,14.25,14.15,14.1,13.95,13.8,13.7,13.5,13.4,12.85,12.1,11.9,12.15,12.3
20Yr,12.95,13.25,13.1,13,12.95,12.8,12.7,12.6,12.45,12.3,11.85,11.2,11.05,11.15,11.35
25Yr,12.95,12.45,12.35,12.2,12.1,11.9,11.75,11.6,11.45,11.25,10.85,10.25,10.4,10.65,10.6
30Yr,12.2,11.6,11.45,11.3,11.15,11,10.9,10.85,10.75,10.65,10.45,10.15,10.3,10.4,10.05
