Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,114.95,97.22,98.88,76.57,62.55,57.3,56.95,54.05,53.42,52.88,44.85,47.28,45.25,43.73,44.88
3Mo,99.25,80.8,76.55,65.6,57.9,53.58,52.05,49.52,48.83,48,44.7,42.35,40.75,39.92,40.2
6Mo,87,71.43,65.15,57.9,52.17,48.15,46.4,44.38,43.65,42.4,40.75,37.88,36.4,36.1,36.15
9Mo,85.72,69.08,60.35,53.15,48.83,45.6,43.77,42.42,41.27,40.08,39.15,36.02,34.45,34.28,34
1Yr,80.8,66.13,55.7,49.2,46.4,43.27,41.8,40.63,39.83,38.45,37.1,34.7,33.1,33,32.92
2Yr,70.43,55.65,46.33,41.13,38.77,37.28,36.55,35.15,34.47,33.73,32.7,30.67,30.4,29.83,29.57
3Yr,50.27,42.15,38.27,35.67,34.35,33.8,32.27,32.27,31.6,30.73,30.6,28.52,27.8,28,28.02
4Yr,38.83,35.42,33.3,32,31.02,30.55,29.73,29.7,29.38,28.83,28.75,27.05,26.4,26.7,26.63
5Yr,33.67,32,30.95,29.88,29.23,28.9,28.33,28.35,28.15,27.55,27.63,26.15,25.65,25.7,25.6
6Yr,30.42,29.6,28.77,28.3,27.8,27.52,27.25,27.42,27,26.83,26.52,25.35,25.38,25.23,25.35
7Yr,29.8,28.55,27.48,26.88,26.48,26.3,25.93,26.3,26.5,26.33,26.25,24.65,24.32,24.6,24.57
8Yr,27.08,26.77,26.38,25.9,25.58,25.45,25.33,25.65,25.65,25.65,25.23,23.83,24.07,24,24.1
9Yr,25.85,25.58,25.23,24.83,24.6,24.6,24.38,24.45,24.75,24.75,24.35,23.42,23.43,23.45,23.35
10Yr,24.75,24.67,24.42,24.23,24.08,24.15,24.48,24.7,24.45,24.35,24.18,23.02,22.65,22.95,23.07
15Yr,23.23,23.58,23.52,23.45,23.38,23.38,23.27,23.35,23.38,23.17,22.32,21.68,21,21.25,21.45
20Yr,21.8,21.9,21.82,21.75,21.5,21.5,21.6,21.38,21.35,21.38,21.07,20.23,19.83,20.02,20.2
25Yr,20.4,20.27,20.17,20.17,21.85,19.9,20,19.85,19.77,19.77,20.5,19.1,18.9,19.02,18.67
30Yr,19.05,18.6,18.8,18.67,18.58,18.5,18.52,22.15,17.92,18.5,19.5,22.25,17.8,23.02,23.83
