Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,39,43.9,40,37.6,36.97,34,31.9,30.1,28.4,26.55,25,24.4,23.5,22.8,21.65
3Mo,39,39.75,36.85,35,33.27,30.98,28.9,27.7,26.1,24.6,23.3,21.7,20.75,20.6,20.05
6Mo,38.2,36,33.6,31.9,30.6,28.3,26.65,25.3,24.35,22.83,21.85,20.6,19.8,19.6,19.3
9Mo,36.38,34.05,31.7,30.08,28.75,27.15,25.8,23.7,22.9,22.3,21.2,19.55,19.25,18.7,18.75
1Yr,34.3,31.6,29.5,28.05,26.7,25.35,24.5,22.85,22.4,21.25,20.35,19.6,18.7,18.55,18.2
2Yr,26.85,25.85,24.85,24.1,23.2,22.05,21.52,21.1,20.55,19.67,19,18.2,17.35,17.4,17.2
3Yr,23.65,23.05,22.25,21.45,20.9,20.35,20.1,19.7,19.3,18.8,18,17.55,16.9,16.7,16.6
4Yr,21.6,21.05,20.7,19.95,19.52,19.4,18.75,18.65,18.35,18,17.3,16.7,16.4,16.2,16
5Yr,19.88,19.5,19,18.7,18.4,18.05,17.73,17.8,17.5,16.95,16.6,16,15.6,15.6,15.25
6Yr,18.95,18.3,18.25,18,17.65,17.45,17.1,17,16.75,16.4,15.9,15.2,15,14.9,14.8
7Yr,17.63,17.35,17.05,17.1,16.65,16.5,16.25,16.3,16.1,15.9,15.35,14.8,14.32,14.5,14.4
8Yr,16.85,16.5,16.4,16.25,16.1,15.9,15.75,15.55,15.45,15.2,14.9,14.45,14.2,13.95,13.9
9Yr,15.9,15.7,15.6,15.55,15.4,15.15,15.15,14.95,14.8,14.65,14.4,14.1,13.9,13.5,13.5
10Yr,15.7,15.3,15.4,15,14.93,15.1,14.9,14.7,14.5,14.3,13.95,13.4,13.2,13.15,13.1
15Yr,13.9,13.85,13.8,13.8,13.6,13.65,13.5,13.4,13.2,13.1,12.7,12.2,12.15,12.05,12
20Yr,12.75,13.1,13,12.95,12.9,12.7,12.55,12.45,12.3,12.2,11.85,11.35,11.25,11.3,11.2
25Yr,12.3,12.3,12.2,12.2,12.1,12,12,11.9,11.8,11.7,11.3,10.7,10.45,10.6,10.05
30Yr,12.9,12.45,12.3,12.3,12.25,12.1,12.05,12,11.85,11.65,11.25,10.7,9.95,9.8,9.65
