Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,107.1,86.42,93.3,75,59.53,56.25,55.23,52.75,51.17,51.5,46.25,46.03,45.67,45.58,45.97
3Mo,99.58,78.05,80.6,67.82,58.38,53.67,52.42,50,48.75,47.95,45.33,42.78,41.55,40.9,41.02
6Mo,85.65,70.33,71.5,61.83,54.25,50.02,48.17,45.75,45.2,44,43.55,39.17,37.67,37.42,37.5
9Mo,84.22,69.3,66.08,57.03,51.35,47.95,45.38,44.3,43.4,42.1,41.13,37.6,36.4,35.7,36.3
1Yr,79.28,66.13,61,52.45,48.83,45.75,44,42.55,41.85,40.85,39.05,36.13,34.48,34.58,33.88
2Yr,76.97,60.5,51.5,44.85,42.13,40.63,38.9,38.2,36.98,36.15,36.05,33.25,32.13,31.8,31.6
3Yr,55.75,46.35,41.75,38.95,37.3,36.13,34.92,34.77,34.05,33.55,33.05,30.95,30.23,30.05,29.9
4Yr,42.52,38.83,36.4,34.75,33.7,33.02,32.33,31.9,31.6,31.45,31.3,29.63,29,28.95,28.82
5Yr,37.58,35.13,33.8,32.8,31.92,31.33,31.13,30.95,30.65,30.17,29.8,28.75,28.05,27.85,27.85
6Yr,33.65,32.55,31.75,31.08,30.4,30.1,29.73,29.52,29.45,29.25,28.92,27.85,27.75,27.52,27.48
7Yr,31.6,30.77,29.95,29.25,28.65,28.48,28.15,28.4,28.5,28.33,27.9,27.05,26.6,26.5,26.48
8Yr,30.02,29.27,28.65,27.98,27.55,27.52,27.4,27.63,27.63,27.63,27.3,26.25,26.5,26.23,26.15
9Yr,28.65,27.6,27.1,26.6,26.5,26.57,26.68,26.75,26.75,26.75,26.33,25.75,25.93,24.82,25.48
10Yr,27.23,26.88,26.95,26.63,26.4,26.15,26,26.23,26.25,26.05,25.77,25.15,24.4,24.48,25.08
15Yr,24.82,24.9,25.1,25.17,25.02,25.1,25,25.1,25.13,24.9,24.13,23.4,22.88,23.17,23.08
20Yr,23.23,23.2,23.15,23.05,23.1,23.02,22.85,22.63,23.25,22.88,22.63,21.98,21.45,21.35,22.95
25Yr,16.33,21.7,21.55,21.35,23.52,23.6,21.4,23.55,23.73,21.35,22.95,20.6,23.98,24.35,19.55
30Yr,23.45,24.2,20.3,20.2,24.6,20.15,25.05,25.4,19.8,25.77,20.95,19.05,18.45,18.35,26.55
