Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.80438,0,2.80438,2.80438,0.992884
EDU08   ,2.82972,0,2.82972,2.8808,0.990275
EDZ08   ,2.97357,0,2.97357,2.92489,0.982887
EDH09   ,3.01682,0,3.01682,2.97532,0.975449
EDM09   ,3.17448,0,3.17448,3.03972,0.967684
EDU09   ,3.40157,0,3.40157,3.11704,0.959434
EDZ09   ,3.68809,0,3.68809,3.21029,0.950572
2 YR,3.3665,0,3.3665,3.37352,0.935108
3 YR,3.7225,0,3.7225,3.74179,0.894653
4 YR,3.963,0,3.963,3.99368,0.853702
5 YR,4.1255,0,4.1255,4.16548,0.813723
6 YR,4.2705,0,4.2705,4.32196,0.773712
7 YR,4.3885,0,4.3885,4.45121,0.734792
8 YR,4.488,0,4.488,4.56196,0.696991
9 YR,4.567,0,4.567,4.65081,0.661146
10 YR,4.6345,0,4.6345,4.72786,0.626702
11 YR,4.6895,0,4.6895,4.79112,0.594039
12 YR,4.74,0,4.74,4.85061,0.562633
15 YR,4.846,0,4.846,4.97655,0.478382
20 YR,4.9375,0,4.9375,5.08405,0.366374
25 YR,4.976,0,4.976,5.12282,0.282319
30 YR,4.9905,0,4.9905,5.12748,0.218901
40 YR,4.9945,0,4.9945,5.09328,0.133747
50 YR,4.9815,0,4.9815,5.01988,0.083831
