Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79188,0,2.79188,2.79188,0.992686
EDU08   ,2.88925,0,2.88925,2.91407,0.987542
EDZ08   ,3.00762,0,3.00762,2.95265,0.98009
EDH09   ,3.0303,0,3.0303,2.99446,0.97264
EDM09   ,3.16729,0,3.16729,3.04831,0.964915
EDU09   ,3.39862,0,3.39862,3.11865,0.956696
EDZ09   ,3.69928,0,3.69928,3.20827,0.947833
2 YR,3.337,0,3.337,3.34385,0.935741
3 YR,3.67,0,3.67,3.68802,0.896163
4 YR,3.888,0,3.888,3.91582,0.856313
5 YR,4.0465,0,4.0465,4.08344,0.817
6 YR,4.183,0,4.183,4.23043,0.777883
7 YR,4.298,0,4.298,4.35623,0.73941
8 YR,4.399,0,4.399,4.46899,0.702168
9 YR,4.4755,0,4.4755,4.55473,0.666758
10 YR,4.5415,0,4.5415,4.6299,0.632729
11 YR,4.5955,0,4.5955,4.6919,0.600407
12 YR,4.641,0,4.641,4.7446,0.569519
15 YR,4.7475,0,4.7475,4.87159,0.485789
20 YR,4.835,0,4.835,4.97324,0.37438
25 YR,4.878,0,4.878,5.02093,0.289461
30 YR,4.8945,0,4.8945,5.03002,0.225264
40 YR,4.8995,0,4.8995,4.99907,0.138717
50 YR,4.891,0,4.891,4.94212,0.087072
