Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,44.4,47.75,44,40.9,39.02,34.7,32.8,30.5,28.4,26.25,24.95,23.6,19.1,20.9,20.4
3Mo,42.2,43,40,37.1,34.75,32.5,30.1,28.15,26.8,25,23.4,21.8,20.2,19.9,19.7
6Mo,40.75,38.33,36,33.25,31,29.4,27.43,26.1,25.15,23.7,21.95,21,19.7,19.75,19.4
9Mo,39.25,36.25,33.8,31.55,29.73,28.05,26.3,25.05,24.2,23.2,22.1,20.5,19.45,19.4,19.2
1Yr,37.1,33.8,31.6,29.7,27.95,26.05,25.23,24.1,23.45,22.42,22.5,20.55,18.95,19.3,18.75
2Yr,28.6,27,26.4,25.4,24.5,23.7,22.7,22.25,21.8,20.9,20.1,19.5,18.5,18.55,18.2
3Yr,25.45,24.5,23.9,23.2,22.32,22,21.5,21.05,20.3,20.2,19.5,18.75,18,17.8,17.6
4Yr,23.9,22.48,21.92,21.3,20.85,20.45,20.07,20,19.6,18.98,18.45,17.85,17.2,17.35,17
5Yr,21.17,20.9,20.4,20.1,19.9,19.38,18.95,18.95,18.7,18.4,17.65,17.05,16.4,16.6,16.3
6Yr,20.3,19.4,19.35,19.05,18.7,18.5,18.15,17.8,17.8,17.45,16.9,16.15,15.85,15.7,15.55
7Yr,18.52,18.32,18.2,18,17.77,17.9,17.6,17.35,17.15,16.9,16.15,15.45,15.2,15.2,15.1
8Yr,18,17.55,17.4,17.2,17,16.85,16.65,16.5,16.35,16.1,15.7,15.2,14.9,14.55,14.4
9Yr,16.95,16.7,16.55,16.45,16.25,16.05,16.05,15.8,15.7,15.5,15.2,14.8,14.45,13.65,13.85
10Yr,16.8,16.15,16.05,16.05,15.82,16,15.8,15.5,15.4,15.2,14.4,13.9,13.53,13.7,13.25
15Yr,15,14.5,14.35,14.25,14.2,14.3,13.95,14,13.8,13.5,13.1,12.6,12.3,12.2,12.1
20Yr,13.25,13.45,13.3,13.2,13.15,13,12.85,12.75,12.65,12.5,12.1,11.5,11.25,11.05,11.4
25Yr,13.2,12.7,13.5,12.45,12.4,13.3,12.1,13.1,12.9,12.8,12.25,11.5,11.2,10.1,9.95
30Yr,12.8,12.2,12.1,11.95,11.8,11.65,11.5,11.4,11.2,11.05,10.55,9.9,9.65,9.55,9.4
