Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,83.2,80.35,67.75,61.75,58.65,54.85,51.85,46.1,44.4,46.5,43.55,44.95,49.35,45.15,50.75
3Mo,81.2,70.45,61.15,55.05,51.65,48.75,46.45,42.25,41,42.45,44,39.4,44.2,39.05,44.55
6Mo,69.05,60.15,52.2,47.55,44.95,42.55,40.75,37.55,36.65,37.7,38.6,34.75,37.85,34.15,38.05
9Mo,64,53.7,47.45,43.7,41.65,39.65,38.2,37.15,36.5,35.42,35.42,35.45,35.65,36,35.73
1Yr,55.8,46.35,42.15,39.35,37.85,35.85,35.15,32.3,31.93,33.15,32.13,30.63,33.13,30.23,33.25
2Yr,36.05,33.35,31.85,31.05,30.33,29.75,29.23,27.6,27.3,28.33,29.05,27.15,28.7,26.85,28.8
3Yr,29.4,28.55,28.05,27.55,27.35,26.98,26.8,25.6,24.7,26.38,24.05,25.73,27.1,25.52,27.35
4Yr,26.2,25.8,25.2,25.15,25,24.9,24.8,24,24,24.8,25.8,23.98,25.23,24.15,25.35
5Yr,24.25,23.7,23.6,23.55,23.5,23.45,23.38,22.82,22.85,23.55,24.1,23.2,23.83,22.98,24.13
6Yr,21.9,21.9,22.2,22.35,22.45,22.55,22.5,21.05,22.7,22.55,22.5,22.45,22.25,23.3,22.2
7Yr,21,21.25,21.25,21.4,21.6,21.75,21.75,21.35,21.38,21.9,21.95,20.92,21.4,20.8,21.5
8Yr,20.7,19.95,20.3,20.5,20.65,20.85,20.95,21,21.05,20.95,20.95,20.95,20.65,21.3,20.15
9Yr,19.4,19.2,19.5,19.75,19.9,20,20.25,20.25,20.25,20.2,20.25,20.35,20,19.15,19.4
10Yr,18.95,18.95,19.25,19.5,19.75,19.8,19.83,19.15,19,19.68,19.15,18.38,18.95,17.9,18.55
15Yr,17.07,18.55,17.85,18.52,18.55,18.7,18.45,18.2,17.9,17.48,17.18,16.8,16.68,16.4,16.75
20Yr,17.15,16.6,16.35,16.1,16.2,15.95,15.85,15.8,15.65,15.75,15.65,15.55,15.35,15.3,15.15
25Yr,16.9,16.8,17,17,16.95,16.6,16.3,15.75,16.6,16,15.4,14.5,15.8,15.9,14.1
30Yr,16.8,16.35,16,15.75,15.65,16.3,15.2,15,14.8,14.6,14.4,14.2,15.7,14.45,14.6
