Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,99.1,79.78,74.55,69.18,66.3,62.15,63.77,62.3,61.35,62.45,55.02,58.85,60.85,60.95,61.33
3Mo,87.13,76.95,64.9,61.88,60,57.3,56.58,55.5,54.9,54.85,52.5,52.8,51.35,51.95,52.45
6Mo,81.7,68.7,61.25,58.48,56.88,54.7,52.95,52.15,50.9,50.45,49.55,48.25,47.03,47.3,47.65
9Mo,80.53,67.13,60.05,56.7,54.33,51.6,50.4,49.23,48.85,47.9,47.33,44.95,44.33,44.55,45.08
1Yr,77.7,65.47,58.95,54.55,51.63,49,47.95,46.98,46.65,46,44.13,42.65,42.03,42.53,42.42
2Yr,68.9,56.73,50.05,46.77,45.42,44.2,43.1,42.4,41.5,41.1,41.1,38.7,38.1,38.25,38.1
3Yr,55.15,48.5,44.45,42.13,41.02,40.25,39.2,39.08,38.15,37.65,37.77,36.15,35.63,35.65,35.55
4Yr,45.95,42,39.88,38.8,37.92,37.23,36.6,36.35,35.85,35.47,36.1,34.6,33.95,34.45,34.4
5Yr,40.25,38.4,37.58,36.83,36.13,35.6,35.35,35.17,34.8,34.5,34.92,33.55,33.15,33.55,33.45
6Yr,37.23,36.6,35.83,35.33,34.75,34.2,34.05,33.65,33.75,33.65,33.52,32.97,32.77,32.8,32.8
7Yr,35.8,35.23,34.53,34,33.3,33.25,32.85,33.05,33.05,33.15,33.55,32.15,31.75,32,32
8Yr,34.83,34.3,34.05,33.13,32.45,32.48,32.38,32.45,32.35,32.25,32.3,31.63,31.45,31.38,31.2
9Yr,34.05,33.03,32.7,32.55,31.77,31.98,31.73,32.05,31.95,32.05,31.82,31.17,30.92,31.65,30.75
10Yr,32.6,32.02,31.67,31.45,31.32,31.4,31.4,31.8,31.8,32,31.85,30.7,30,30.1,30.07
15Yr,30.9,31.1,31.05,31.02,30.88,32.1,30.93,31.07,31.15,32.5,30.5,30.4,29.7,29.15,28.98
20Yr,29.95,29.95,29.85,29.92,30.05,30.05,30.15,30.05,30.1,30.25,30.48,28.33,28.42,28.65,28.73
25Yr,29.7,29.55,29.57,29.55,29.55,29.6,29.65,29.4,29.07,28.98,30.23,29.65,30.1,30.42,30.75
30Yr,29.15,29.17,29.32,29.5,29.7,29.9,30.2,30.23,30.52,30.67,29.2,31.5,32.6,33.3,32.67
