Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,32.1,42.7,39.7,37.7,37.15,34.17,32.6,31.95,30.4,28.8,27.4,25.35,24.4,23.8,23
3Mo,38.2,41.55,38.85,37.25,36.4,34.2,32.35,31,29.6,28.05,26.8,24.9,23.35,23.1,22.9
6Mo,40.5,38.95,36.25,34.75,33.65,31.75,30.1,28.95,27.8,26.8,25,23.6,22.3,22.1,21.6
9Mo,40.15,37.5,34.9,33.33,31.95,30.63,28.77,27.5,26.7,25.43,24.38,22.85,22.05,21.85,21.4
1Yr,39.4,35.4,33.05,31.68,30.27,29.05,27.6,26.3,25.55,24.57,23.8,22.55,21.48,21.35,20.73
2Yr,30.4,29.23,28.23,27.15,26.23,25.1,24.55,24.1,23.4,22.5,21.75,20.7,19.95,20.3,19.7
3Yr,26.6,26.05,25.05,24.55,23.93,23.23,22.7,22.5,21.9,21.15,20.7,19.7,19.1,19.35,18.75
4Yr,24.52,23.83,23.15,22.55,22.13,21.67,21.25,21.1,20.7,20.05,19.7,18.9,18.3,18.4,17.92
5Yr,21.95,21.6,21.17,20.9,20.6,20.35,19.9,19.9,19.5,19,18.65,17.95,17.45,17.5,17.1
6Yr,21.05,20.3,20.35,20.1,19.8,19.5,19.1,18.7,18.75,18.4,17.9,17.2,16.95,16.75,16.55
7Yr,19.38,19.25,19.15,18.85,18.65,18.35,18.05,18,17.9,17.43,17.2,16.8,16.15,16.3,15.85
8Yr,18.6,18.25,18.25,18.05,17.85,17.65,17.5,17.3,17.2,16.9,16.65,16.3,16.05,15.65,15.45
9Yr,17.6,17.4,17.25,17.15,17,16.8,16.75,16.55,16.4,16.2,16.05,15.85,15.6,14.8,14.95
10Yr,16.95,16.67,16.63,16.5,16.4,16.25,16.05,16.1,15.9,15.6,15.35,14.9,14.47,14.5,14.15
15Yr,15.1,15.2,15.2,15.1,15.1,14.95,14.8,14.7,14.5,14.4,14,13.5,13.5,13.2,13.05
20Yr,15.55,14.35,14.3,14.05,14.1,14,14.2,14.2,13.55,13.4,13.1,12.7,12.5,12.2,11.95
25Yr,14.05,13.55,13.55,13.35,13.4,13.25,13.15,13.8,13.7,12.8,12.45,12,11.6,11.25,11
30Yr,13.2,13.2,13.2,13.1,13.1,12.95,12.75,12.7,12.5,12.35,11.95,11.35,10.95,10.7,10.6
