Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.815,0,2.815,2.815,0.992935
EDU08   ,2.81743,0,2.81743,2.85661,0.99223
EDZ08   ,2.92385,0,2.92385,2.89387,0.984951
EDH09   ,2.82712,0,2.82712,2.89621,0.977962
EDM09   ,2.89975,0,2.89975,2.91551,0.970846
EDU09   ,3.05675,0,3.05675,2.95228,0.963402
EDZ09   ,3.30814,0,3.30814,3.01346,0.955412
2 YR,3.147,0,3.147,3.15155,0.939376
3 YR,3.442,0,3.442,3.45623,0.902306
4 YR,3.6615,0,3.6615,3.68566,0.863909
5 YR,3.808,0,3.808,3.84023,0.826714
6 YR,3.946,0,3.946,3.98882,0.789012
7 YR,4.0705,0,4.0705,4.12535,0.751385
8 YR,4.1585,0,4.1585,4.22212,0.715872
9 YR,4.238,0,4.238,4.3113,0.681203
10 YR,4.304,0,4.304,4.3861,0.64784
11 YR,4.368,0,4.368,4.46074,0.615444
12 YR,4.4105,0,4.4105,4.50912,0.585619
15 YR,4.5185,0,4.5185,4.63703,0.502774
20 YR,4.6115,0,4.6115,4.74618,0.391352
25 YR,4.649,0,4.649,4.78334,0.306739
30 YR,4.6625,0,4.6625,4.78697,0.241914
40 YR,4.68,0,4.68,4.78934,0.150596
50 YR,4.656,0,4.656,4.68495,0.098708
