Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,91.4,80.05,66.85,60.05,55.33,51.15,47.65,44.15,42.4,39.83,39.55,39.2,38.65,39.2,39.2
3Mo,90.1,73.85,61.45,55.2,50.6,46.52,43.25,41.2,39.1,36.95,36.7,35.9,36.2,36.5,36.7
6Mo,74,61.15,51.35,46.65,43.45,40.55,38.15,36.4,34.8,33.15,33.05,32.3,32.7,32.9,33.05
9Mo,65.3,53.35,45.9,42.55,39.5,37.55,35.25,33.8,33.05,31.55,31.45,31.3,31.1,31.95,31.65
1Yr,55.6,45.15,40.85,37.95,36.1,33.83,32.63,31.4,30.55,29.7,29.55,29.4,29.5,29.8,29.77
2Yr,33.85,32.5,31.05,29.95,29.05,28.15,27.45,27.15,26.7,25.95,26.2,26.1,26.55,27.1,27.05
3Yr,29.55,28.65,27.85,27.15,26.57,26.3,25.9,25.5,25.15,24.83,26.2,25.75,25.8,26.2,26.4
4Yr,26.5,25.85,25.33,24.85,24.55,24.4,24.18,24.25,24.2,24.2,24.2,24.65,24.88,25.15,25.6
5Yr,24.1,23.82,23.48,23.4,23.38,23.33,23.2,23.3,23.3,23.15,23.6,23.95,24.07,24.2,23.95
6Yr,22.8,22.5,22.5,22.65,22.65,22.7,22.5,22.5,22.65,22.5,22.7,23,23.3,23.3,23.05
7Yr,21.45,21.75,22.05,22.2,22.35,22.45,22.35,22.55,22.55,22.55,22.85,22.8,22.98,22.85,23.45
8Yr,22.15,21.25,21.5,21.7,21.75,21.85,21.9,21.95,22,21.85,22.1,22.5,22.6,22.2,21.95
9Yr,21.05,20.85,21.15,21.45,21.6,21.55,21.75,21.75,21.65,21.6,21.9,22.35,22.4,21.9,21.45
10Yr,20.15,20.5,20.85,21.15,21.4,21.45,21.45,21.8,21.6,21.25,21.15,21.1,21.15,21.2,21.2
15Yr,20.85,21.15,21.05,21,22,20.8,20.65,20.45,21.1,19.95,19.9,19.9,20.05,19.45,19.4
20Yr,20.8,20.8,20.8,20.75,20.75,20.6,20.5,20.3,19.2,19.7,19.45,19.15,18.9,18.4,17.9
25Yr,19.6,19.45,19,18.55,18.45,20.1,13.35,19.8,16.35,17.35,17.15,16.9,17,16.75,16.4
30Yr,20.2,18,17.3,16.85,16.6,13,10.4,12.5,14.4,15.4,15.3,15.2,15.4,15.2,14.7
