Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,89.65,94.2,88.25,84.05,81.65,78.85,77.45,77,76.8,76.75,80.85,87,88.65,90.3,91.25
3Mo,91.85,86.45,78.65,74.65,72.45,69.45,67.45,66.4,65.5,64.65,48.6,70.8,74.95,76.2,76.75
6Mo,82.95,76.45,71.75,66.45,63.55,61.25,59.65,58.9,58.2,57.45,58.7,60.4,61.95,63.5,64.45
9Mo,76.45,70.1,65.15,60.65,58.35,56.45,55.15,54.65,54.25,53.35,54.15,55.45,56.8,57.6,58.65
1Yr,69.45,63.25,58.05,54.35,52.65,51.15,50.15,49.7,49.1,48.75,49.2,49.9,51.15,52.35,52.35
2Yr,53.55,49.05,46.05,44.75,44.15,43.65,43.35,43.4,43.4,43.25,43.5,44.8,45.05,45.7,45.65
3Yr,43.25,40.95,40.35,40.15,40.25,40.25,40.15,40.5,38.5,40.65,38.95,42,42.55,43.1,42.95
4Yr,36.65,36.75,36.95,37.15,37.45,37.45,37.65,38.1,38.4,38.35,38.4,39.8,39.85,40.7,40.25
5Yr,34.95,35.15,35.25,35.45,35.55,35.75,36.05,36.6,36.8,36.85,36.5,38,37.95,38.3,38.05
6Yr,32.75,33.7,33.7,34.05,34.55,34.7,34.5,35.55,34.9,34.85,35.15,35.6,35.85,37.3,36.05
7Yr,31.25,31.85,32.25,32.75,33.35,33.75,33.95,34.4,34.6,34.45,33.8,34.9,34.45,34.8,34.55
8Yr,31.7,31.1,31.05,31.45,31.65,32,31.8,32.25,32.2,31.9,32.3,32.9,32.6,33.75,32.6
9Yr,30.75,30.8,31.15,31.15,30.95,31.3,31.35,31.5,31.4,31.35,31.7,32.3,31.7,31.05,31.5
10Yr,29.05,29.75,30.35,30.85,31.35,31.45,31.55,31.8,31.8,31.45,30.85,31.1,30.15,30.3,29.85
15Yr,30.6,30.8,31,31.1,31.1,30.8,30.5,30.1,29.8,29.4,29,28.4,27.8,27.6,29.5
20Yr,28.3,28.1,28.1,28.1,28.2,27.9,27.7,27.5,27.3,26.05,26.05,26.1,25.6,25.6,25.8
25Yr,25.9,25.9,26.2,26.4,26.6,26.4,26.2,25.9,25.7,25.5,25.15,24.7,24.2,24.5,22.85
30Yr,25.1,25.1,25.2,25.4,25.6,28.7,25.3,25.1,24.9,25.85,25.8,25.75,24.3,25.2,24.6
