Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,107.32,89.2,96,74.1,60.9,54.15,53.45,49.63,48.2,47.55,42.38,40.75,39.33,39.25,39.75
3Mo,97.25,75.25,79.63,66.75,56.35,50.85,49.05,46.47,45.27,44.08,41.52,38.38,35.95,35.65,35.5
6Mo,86.78,69.35,68.97,58.65,51.73,47.52,45.1,43.1,41.8,40.7,40,35.22,33.27,33.1,32.83
9Mo,85.35,67.5,63.88,54.27,48.67,45.13,42.92,41.38,40.42,39.03,37.75,33.85,32.13,31.48,32.05
1Yr,80.65,63.85,58.1,49.63,45.88,43.03,41,40.05,39.08,37.8,36.02,32.97,31.35,30.55,31.13
2Yr,75.15,58.2,48.5,42.13,39.08,37.35,35.98,35.2,34.58,33.53,33.05,30.35,29.23,28.77,28.45
3Yr,53.42,43.47,38.92,36.13,34.3,32.95,32.3,32.08,31.45,30.48,30.25,28.23,27.38,27.1,26.75
4Yr,40.25,35.6,33.4,31.85,30.73,30.25,29.52,29.25,28.75,28.4,28.3,26.68,25.9,25.75,25.55
5Yr,34.4,32.05,30.68,29.65,28.92,28.55,27.83,27.93,27.45,27.35,26.77,25.7,24.85,24.7,24.48
6Yr,30.52,29.38,28.63,27.95,27.33,27.1,26.73,26.5,26.35,26.15,25.93,24.58,24.1,23.95,24
7Yr,28.4,27.6,26.95,26.33,25.7,25.38,25.2,25.33,25.32,25.35,24.83,23.75,22.98,23.15,23.05
8Yr,27.02,26.35,25.73,25.17,24.77,24.7,24.48,24.42,24.42,24.4,24.08,22.9,22.6,22.35,22.45
9Yr,25.68,25.25,24.52,24.17,23.77,23.7,23.45,23.7,23.73,23.6,23.25,22.48,22.13,21.3,21.67
10Yr,24.23,23.73,23.38,22.98,22.77,22.77,22.9,23.13,23,23,22.48,21.5,20.92,21.05,21.07
15Yr,21.7,21.85,22.3,22.27,22.25,22.15,22.15,22.2,22.23,21.98,21.23,20.5,20,19.9,19.8
20Yr,21.32,21.23,21.08,20.7,20.65,20.5,20.63,20.3,20.33,20.5,19.98,19.5,19.1,18.75,18.65
25Yr,19.1,19.05,18.77,18.9,18.85,18.52,18.77,18.77,18.75,18.83,19.77,17.93,17.58,17.27,16.83
30Yr,17.75,17.63,17.6,17.5,17.27,17.55,17.42,17.2,17.27,17.3,18.45,22.6,15.68,15.57,23.15
