Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,86.1,79.3,66.25,59.85,55.3,51.45,47.95,45.5,43.2,40.7,37.5,39.9,39.8,39.85,39.9
3Mo,76.95,65.9,55.85,50.85,47.6,44.35,41.55,39.65,37.9,35.92,36,34.7,34.8,34.65,34.5
6Mo,71.7,59.35,50.3,45.8,42.8,40.2,37.95,36.45,34.9,33.3,33.4,32.5,32.05,32.25,31.75
9Mo,64.03,51.98,45.67,41.85,40.08,37.05,35.65,34.35,33.6,31.85,31.63,31.35,30.75,30.95,30.32
1Yr,55.9,45.4,41.05,38.15,36.7,34.8,33.25,31.7,30.9,29.9,30.1,29.35,28.95,29,28.55
2Yr,34.9,33.45,31.75,30.88,30.02,28.8,28.3,27.8,27.4,26.7,27.1,26.5,26.2,26.5,26.05
3Yr,31.3,29.38,28.55,27.95,27.52,27.1,26.32,26.2,24.8,25.4,24.13,25.4,25.25,25.4,25.07
4Yr,26.6,26.83,26.1,25.83,25.5,25.1,24.77,24.7,24.5,24.55,24.8,24.4,24.23,24.2,23.92
5Yr,24.4,24.73,24.35,24.15,23.98,23.9,23.65,23.5,23.4,23.18,23.4,23.3,23.23,23.15,22.9
6Yr,23.4,23.05,22.95,22.9,22.8,22.65,22.4,21.85,22.3,22.05,22.05,22.05,22,21.8,21.6
7Yr,22.5,22.02,21.8,21.95,22.05,22.2,22,21.75,21.65,21.4,21.35,21.35,21.3,21,21.6
8Yr,21.75,20.8,20.9,21.05,20.9,20.85,20.8,20.7,20.65,20.45,20.5,20.6,20.4,20,19.9
9Yr,20.6,20.15,20.15,20.25,20.2,20.05,20.15,20,19.9,19.75,19.85,20,19.7,19.35,19.15
10Yr,20,20.4,20.4,20.3,20.23,19.95,19.8,20,19.45,19.32,19.18,18.95,18.7,18.5,19.2
15Yr,18.3,18.5,18.6,18.7,18.9,18.65,18.4,18.05,17.85,17.75,17.55,17.35,16.95,17.8,17.5
20Yr,18.5,18.15,17.75,17.4,17.25,17.25,17.2,17.15,17.3,16.95,16.75,16.45,16,15.6,16.3
25Yr,17.9,17.7,17.5,16.3,16.4,16.3,16.3,16.4,15.35,16.3,15.95,15.5,16,14.65,14.6
30Yr,16.8,17.2,17.1,16.8,16.65,13.1,10.5,12.8,14.45,15.75,15.4,14.9,14.55,14.25,14.1
