Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79125,0,2.79125,2.79125,0.992917
EDU08   ,2.90921,0,2.90921,2.92388,0.987341
EDZ08   ,3.04753,0,3.04753,2.97325,0.979793
EDH09   ,3.11515,0,3.11515,3.0324,0.972138
EDM09   ,3.31706,0,3.31706,3.11024,0.964055
EDU09   ,3.5933,0,3.5933,3.20405,0.955377
EDZ09   ,3.90886,0,3.90886,3.31221,0.94603
2 YR,3.4355,0,3.4355,3.4436,0.933993
3 YR,3.806,0,3.806,3.82685,0.892319
4 YR,4.0465,0,4.0465,4.07881,0.850857
5 YR,4.2075,0,4.2075,4.24898,0.810403
6 YR,4.3435,0,4.3435,4.39539,0.770383
7 YR,4.457,0,4.457,4.51963,0.731358
8 YR,4.5485,0,4.5485,4.62103,0.69369
9 YR,4.6225,0,4.6225,4.70406,0.657972
10 YR,4.6875,0,4.6875,4.77836,0.623618
11 YR,4.7395,0,4.7395,4.83805,0.591052
12 YR,4.784,0,4.784,4.88981,0.560056
15 YR,4.8835,0,4.8835,5.00772,0.476139
20 YR,4.9665,0,4.9665,5.10369,0.364922
25 YR,5.006,0,5.006,5.1462,0.280675
30 YR,5.024,0,5.024,5.15951,0.21692
40 YR,5.013,0,5.013,5.08793,0.134027
50 YR,4.9925,0,4.9925,4.99428,0.084884
