Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,87.55,94.55,94.22,93.33,93.9,91.53,90.95,90,88.3,90.82,95.2,90.3,93.93,101.2,107.3
3Mo,69.15,72.13,76.9,78.6,81.88,79.38,79.03,78.3,78.5,79.32,79.6,76.4,81.6,86.4,90.35
6Mo,67.82,66.18,66.4,66.95,68.7,67.03,66.53,65.5,65.8,65.93,66.3,62.7,64.45,68.4,71.35
9Mo,64.33,60.47,61.8,61.65,62,61.15,60.23,61.3,61.15,59.75,59.15,58.3,58.88,60,63.4
1Yr,60.7,55.08,54.95,55.88,55.88,54.85,54.08,53.7,54.2,53.27,52.65,51.5,53.15,55.2,55.2
2Yr,45.95,45.33,45.58,45.4,46.7,45.65,45.5,46,45.5,44.7,45.1,44.3,45.75,47.2,47.55
3Yr,41.42,41.02,40.63,41.33,41.95,41.27,41.97,41.6,43.3,40,43.8,40.8,42.15,43.15,43.8
4Yr,38.42,37.3,38.2,38.25,38.63,39.05,38.45,37.6,37,36.65,37.65,38.3,39.25,40.2,40.6
5Yr,35.05,36.05,35.9,35.97,36.95,36.27,35.13,34.7,34.3,34.02,34.95,35.7,36.83,37.4,37.9
6Yr,33.05,33.5,34.1,34.35,34.2,33,32.2,35.15,32.25,32.1,32.7,33.7,35.05,35.5,34.9
7Yr,31.25,31.45,32.85,32.45,31.38,30.73,30.45,30.7,30.9,30.83,32.05,32.4,33.4,34,33.9
8Yr,30.8,29.75,29.35,28.7,28.35,28.45,28.15,28.5,28.7,28.75,29.6,30.9,31.95,31.8,31.25
9Yr,29,27.75,27.1,26.85,26.8,27.05,27.35,27.7,27.95,28.1,29,30.45,31.25,30.7,30.45
10Yr,26.38,25.1,25,25.5,25.92,26.35,26.83,27.5,27.75,27.95,28.75,29.3,29.25,29.4,29.45
15Yr,26.6,27.4,28.2,29,29.7,29.9,30,30.1,30.1,29.75,29.6,29.4,28.6,28.2,24.85
20Yr,29.1,29.1,29.2,29.2,29.3,29.2,29,28.8,28.6,30.2,28.9,27,26.1,26.1,26.2
25Yr,27.8,27.7,27.7,27.7,27.6,27.3,27,26.8,26.5,26.2,25.75,25.1,26.65,25.1,25.75
30Yr,25.3,25.1,25,25,24.9,24.7,24.6,24.5,24.4,26.25,26.45,26.8,24.3,27.55,24
