Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,31.52,36.85,34.35,32.95,32.25,29.95,28.65,27.5,26.2,24.75,23.5,21.65,20.07,20.6,20
3Mo,34.5,36.95,35.2,33.1,32.6,30.3,28.45,27.5,26.25,24.9,23.55,22.2,20.9,20.5,20.2
6Mo,37,35.95,33.65,32.25,31.35,29.55,27.95,26.45,25.6,24.4,23.35,21.8,20.55,20.4,20.2
9Mo,37.15,34.7,32.6,30.92,30.1,28.55,26.75,25.55,24.8,23.9,22.85,21.3,20.55,20.3,20
1Yr,36.08,32.75,30.98,29.65,28.6,27.1,25.85,24.7,24.05,23.15,22.15,21.2,20.1,20,19.8
2Yr,28.23,27.2,26.7,25.7,24.65,23.85,23.2,22.8,22.1,21.25,20.55,19.7,18.9,19.1,18.7
3Yr,25.05,24.45,23.9,23.3,22.55,22.3,21.8,21.2,20.6,20.1,19.55,19,18.2,18.35,18.1
4Yr,23.15,22.7,21.85,21.6,21.3,20.5,20.25,19.9,19.65,19.07,18.6,17.95,17.42,17.4,17.4
5Yr,20.93,20.8,20.4,20.2,19.67,19.35,19.2,18.9,18.7,18.4,17.8,17.15,16.9,16.8,16.4
6Yr,19.9,19.25,19.3,19.1,18.85,18.5,18.1,17.8,17.8,17.5,17,16.25,16.05,16,15.9
7Yr,18.48,18.7,18.2,18.1,17.85,17.65,17.35,17.3,17.2,16.75,16.35,15.8,15.6,15.55,15.4
8Yr,17.9,17.5,17.45,17.3,17.15,16.9,16.6,16.5,16.4,16.2,15.9,15.45,15.25,15,14.95
9Yr,16.9,16.75,16.65,16.55,16.4,16.1,16.1,15.85,15.75,15.6,15.4,15.1,14.9,14.25,14.5
10Yr,16.43,16.18,16.1,16,16.2,15.75,15.57,15.6,15.4,15.3,14.85,14.35,13.9,14.1,13.78
15Yr,14.65,14.65,14.55,14.65,14.6,14.45,14.3,14.2,14,13.9,13.55,13.1,13.05,12.7,12.85
20Yr,13.9,13.8,13.7,14.1,14,13.9,13.8,13.7,13.5,12.85,12.65,12.4,12.2,12.1,11.9
25Yr,12.9,13.7,13.7,12.7,12.75,13.4,12.55,12.5,12.4,12.9,12.4,11.75,11.6,11.35,11.15
30Yr,12.65,12.7,12.75,12.7,12.75,12.65,12.55,12.6,12.4,12.3,12,11.55,11.3,11.05,11.5
