Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,96.6,81.5,119.78,90.38,74.45,63.08,57.92,51.2,49.5,48.1,40.48,40.52,37.95,37.63,37.83
3Mo,88.65,74.17,85.2,68.85,59.83,52.25,48.17,45.38,43.88,42.45,39.8,36.08,33.8,34.42,32.73
6Mo,86.4,77.25,75.65,59.13,52.88,47.33,45.38,42.4,41.42,40.38,39.08,34.67,32.53,31.85,31.02
9Mo,84.72,72.7,67.63,54.88,49.63,45.02,42.38,41.85,40.08,39.17,37.6,34.17,31.88,31.02,30.2
1Yr,79.67,67.2,59.08,50.27,46.55,42.6,39.92,40.35,38.92,37.7,36.88,33.48,30.73,30.82,29.33
2Yr,76.28,57.25,48.42,41.67,39.08,39.1,35.67,34.55,33.75,33.25,32.8,30.3,28,27.95,27.23
3Yr,50.17,41.95,37.65,35.42,33.73,33.15,31.65,32.58,30.95,30.02,30.07,27.05,25.85,25.55,25.13
4Yr,39.48,34.85,33.02,31.67,30.88,29.95,29.45,28.65,28.35,28.55,27.75,26.35,24.8,25.13,24.15
5Yr,33.52,31.85,30.38,29.7,28.8,28.4,27.85,27.9,27.15,26.95,26.65,24.75,23.93,23.85,23.55
6Yr,29.27,29.8,28.9,27.9,26.8,26.65,26,26.35,26.15,25.95,25.43,24.1,23.5,23.2,23.2
7Yr,28.67,28.8,27.6,26.58,25.55,25.7,25.48,25.5,25.1,25.1,24.63,23.25,22.58,22.52,22.3
8Yr,28,25.18,24.73,24.3,24.75,23.75,24.45,24.48,24.35,24.25,23.88,22.65,22.2,21.88,21.83
9Yr,25.35,23.5,24.55,24.5,24.05,23.9,23.65,23.65,23.65,23.65,23.13,22.25,21.88,21.73,21.38
10Yr,24.25,24.1,23.85,23.2,22.9,22.83,23.02,22.38,22.6,23.02,22.63,21.65,20.82,20.75,20.85
15Yr,21.75,21.75,22.2,22.15,22,22.05,22.05,21.95,22.25,21.9,21,20.35,19.75,20.05,20.35
20Yr,20.95,20.95,20.8,20.65,20.6,20.55,20.45,20.35,20.23,20.13,20.85,19.1,19.13,18.92,18.6
25Yr,19.95,20,19.95,19.92,19.8,19.75,19.7,19.55,20.45,20.5,19.95,20.1,20.6,20.77,17.33
30Yr,20.25,17.5,20.45,20.75,20.95,21.15,18.45,18.25,21.65,18.45,20.1,21.95,22.35,15.8,22.32
