Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,95.1,81.7,72.9,63.15,56.4,51.95,48.45,45.6,42.2,40.13,47.7,39.8,39.35,40,40.2
3Mo,90.3,73.1,59.8,53.3,49.48,45.8,42.47,40.2,38.2,36.4,36.2,35.1,35.4,37.9,36
6Mo,74.1,58.83,48.45,44.45,41.65,38.95,36.75,35.1,33.5,32.2,32.4,32.4,31.5,33.15,32.1
9Mo,63.05,50.25,43.85,40.4,38.08,35.7,34.48,33.55,32.25,30.55,30.55,30.6,30.2,31.45,30.8
1Yr,53,43.1,38.95,36.55,34.6,32.95,31.65,30.55,29.7,28.9,33.8,28.5,28.9,29.4,29.3
2Yr,32.9,31.35,30.35,29.25,28.45,27.48,26.95,26.65,26.2,25.55,28.85,25.8,26.6,26.9,27.1
3Yr,29.1,28.7,27.55,26.75,26.15,25.65,25.3,25.3,25.05,24.8,26.2,25.1,25.8,26,25.88
4Yr,26.32,25.82,25.2,24.73,24.3,24.15,23.98,24.1,24.05,24,27.9,24.4,24.77,25.15,25.3
5Yr,24.2,23.88,23.5,23.15,23.1,23.05,23.3,23.35,23.35,23.02,23.4,23.9,24.3,24.45,24.27
6Yr,23.1,22.7,22.8,22.7,22.65,22.65,22.55,22.65,22.8,22.65,22.8,23.05,23.3,23.55,23.55
7Yr,21.82,21.9,21.85,22,22.13,22.25,22.27,22.6,22.6,22.27,25.5,22.7,22.95,23.15,23.07
8Yr,22.55,21.1,21.3,21.7,21.6,22,22.1,22.15,22.15,22.05,22.15,22.4,22.65,22.4,22.4
9Yr,21.2,20.95,21,21.5,21.45,21.4,21.55,21.85,21.8,21.75,21.95,22.25,22.3,26.1,21.8
10Yr,20.8,21.15,21.38,21.63,21.77,21.9,21.73,21.95,21.8,21.45,24.45,21.5,21.33,21.45,21.13
15Yr,22.8,22.85,23,23.05,23.1,22.1,21.9,22.9,22.7,22.6,21.65,20.3,21.5,20.1,19.7
20Yr,21.7,21.9,21.8,21.7,21.6,20.5,21,20.25,20.4,21.65,18.25,19.2,20.75,19.25,18.05
25Yr,20.6,20,19.8,19.85,19.6,19.4,19.3,16.85,18.4,18.9,18.5,17.9,17.2,16.05,16.6
30Yr,19.6,20.3,19.7,19.35,19.15,15,11.95,14.55,16.3,16.5,16.75,15.55,14.3,13.8,13.85
