Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,91.8,81.95,81.45,68.88,60.48,55.33,56.8,54.02,52.95,53.6,46.2,45.6,45.92,44.1,44.1
3Mo,86.18,72.72,75.6,68.82,59.85,55.58,53.48,51.13,50.25,49.2,46.67,43.88,41.48,41.6,41.85
6Mo,88.72,74.72,72.35,63.88,57.08,52.52,50.08,47.65,46.4,45.42,41.17,40.48,38.4,38.3,38.35
9Mo,86.15,73.8,69.4,59.3,53.35,49.85,47.3,45.83,44.55,43.17,41.95,38.4,36.73,36.5,36.7
1Yr,79.55,70.57,64,54.75,50.13,47.25,45.05,43.88,42.9,41.47,39.88,36.8,35.25,35.05,34.85
2Yr,86.53,63.9,52.63,46.2,43.05,40.83,39.45,38.33,37.55,37,33.85,33.77,32.55,32.38,32.1
3Yr,59.05,48.38,42.85,39.5,37.52,36.55,35.65,35.27,34.45,33.42,31.1,31.68,30.42,30.4,30.25
4Yr,44.42,39.7,37.05,35.22,33.9,32.92,32.52,32.1,31.7,31.5,29.25,30.3,28.98,29.23,28.95
5Yr,37.1,35.15,33.75,32.67,31.97,31.55,30.9,30.95,30.5,30.15,27.88,28.8,27.88,27.95,27.8
6Yr,33.58,32.23,31.45,30.8,30.27,29.8,29.45,28.9,29.1,29,28.8,28.15,27.6,27.35,27.17
7Yr,31.25,30.48,29.82,29.17,28.58,28.27,28.13,28.2,28.1,28.33,26.3,27.45,26.48,26.6,26.75
8Yr,29.65,29.25,28.73,27.75,27.55,27.48,27.42,27.3,27.4,27.5,27.35,26.48,26.3,26.13,25.88
9Yr,28.38,27.7,27.25,26.85,26.7,26.65,26.5,26.5,26.85,26.75,26.58,26.07,25.75,23.5,25.2
10Yr,27.13,26.65,26.33,26.25,26.1,26.17,26.1,26.32,26.2,26.4,24.33,25.43,24.35,24.58,24.9
15Yr,24.9,24.9,25,25,25.15,25.15,25.38,25.48,25.55,25.38,24.48,23.9,23.8,24.05,24.1
20Yr,23.25,23.2,23.15,23.08,23.02,23.32,23,23.13,23.23,23.33,23.73,22.65,22.88,22.7,22.55
25Yr,22,22.85,21.48,21.45,21.35,22.8,23.2,21.32,24.1,21.43,22.9,24.15,20.48,21.45,21.2
30Yr,24.05,24.15,24.3,20.95,24.8,25.1,20.68,25.6,20.5,20.67,22.48,26.4,19.93,30.67,33.98
