Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,99.17,77.57,79.18,67.95,60.6,56.55,57.92,55.92,54.65,55.3,49.92,47.52,47.95,44.55,47.35
3Mo,92.05,77.9,77,68.5,60,56.6,55.1,52.9,52.15,51.63,48.67,46.13,43.8,43.45,44.3
6Mo,88.72,77.8,73.6,65.15,58.08,53.8,51.4,49,47.75,46.8,46.5,41.45,39.48,39.17,39.72
9Mo,88.38,75.85,69.97,61.2,55.52,51.2,48.55,47.25,45.65,44.67,43.3,39.2,37.67,37,37.5
1Yr,83.15,72.28,66.1,57.3,52.65,48.83,46.55,44.92,44.08,42.63,40.67,37.58,36.05,35.7,35.9
2Yr,82.07,64.82,54.17,47.95,44.7,42.45,41.1,39.6,38.88,38,37.4,34.45,33.17,32.83,32.75
3Yr,60.63,50.65,44.55,41.17,39.25,37.7,36.45,36.38,35.52,34.35,34.38,32.38,31.13,30.98,30.77
4Yr,46.6,41.58,38.45,36.52,35.08,33.92,33.4,33.6,33.15,32.15,32.02,30.88,29.55,29.7,29.35
5Yr,39.1,36.22,34.83,33.77,32.75,32.3,31.63,31.68,31.1,30.83,30.6,29.52,28.48,28.4,28.15
6Yr,34.55,33.25,32.42,31.73,31.05,30.63,30.2,29.98,29.77,29.67,29.42,28.7,28.05,27.77,27.73
7Yr,32.27,31.43,30.63,29.9,29.27,29.07,28.73,28.77,28.77,28.73,28.52,27.82,26.95,26.75,26.65
8Yr,30.73,29.95,29.27,28.63,28.17,28.13,27.98,27.95,27.85,27.98,27.77,27.02,26.6,26.35,26.27
9Yr,28.93,28.35,27.77,27.45,27.15,27.27,26.92,27.13,27.17,27.33,26.95,26.35,25.9,25.18,25.65
10Yr,27.88,27.4,27,26.7,26.48,26.5,26.43,26.73,26.8,26.58,26.2,25.75,24.6,24.75,25.05
15Yr,24.85,25.05,25.13,25.15,25.05,25.08,24.95,25.05,25.1,24.85,24.65,24,23.58,23.45,23.27
20Yr,23.3,23.2,23.55,23.55,23.2,23.17,23.15,23.25,23.35,23.35,24.02,22.35,22.65,22.52,22.4
25Yr,22.55,23.02,22.75,22.75,22.98,22.75,22.95,23.58,23.52,23.55,24.52,23.73,24.2,24.85,25.52
30Yr,25.27,25.2,25.13,25.25,24.55,24.9,25.2,25.55,25.65,25.7,23.65,26.57,27.1,27.55,27.1
